x,y,z
1.564377,-1.377137,24.965487
1.417444,-1.345492,24.614397
1.283393,-1.314865,24.279327
1.160690,-1.285484,23.958624
1.048055,-1.257507,23.650951
0.944423,-1.231045,23.355254
0.848891,-1.206168,23.070687
0.760682,-1.182921,22.796566
0.679125,-1.161321,22.532343
0.603634,-1.141371,22.277585
0.533697,-1.123057,22.031959
0.468865,-1.106352,21.795226
0.408746,-1.091222,21.567236
0.353000,-1.077623,21.347928
0.301331,-1.065504,21.137341
0.253494,-1.054809,20.935623
0.209288,-1.045476,20.743061
0.168568,-1.037439,20.560121
0.131252,-1.030627,20.387528
0.097348,-1.024968,20.226404
0.067007,-1.020391,20.078575
0.040664,-1.016835,19.947338
0.019576,-1.014295,19.840287
0.008364,-1.013065,19.782633
-0.006789,-1.011541,19.703879
-0.029332,-1.009590,19.584930
-0.055480,-1.007836,19.444211
-0.083377,-1.006626,19.290767
-0.112261,-1.006164,19.128206
-0.141722,-1.006607,18.958475
-0.171499,-1.008090,18.782861
-0.201417,-1.010735,18.602295
-0.231357,-1.014655,18.417491
-0.261244,-1.019957,18.229012
-0.291033,-1.026746,18.037319
-0.320704,-1.035127,17.842791
-0.350258,-1.045203,17.645751
-0.379715,-1.057080,17.446474
-0.409108,-1.070866,17.245203
-0.438485,-1.086674,17.042149
-0.467904,-1.104621,16.837504
-0.497437,-1.124831,16.631445
-0.527164,-1.147435,16.424135
-0.557175,-1.172574,16.215730
-0.587571,-1.200397,16.006382
-0.618460,-1.231062,15.796241
-0.649961,-1.264743,15.585462
-0.682201,-1.301624,15.374201
-0.715316,-1.341902,15.162625
-0.749451,-1.385790,14.950908
-0.784762,-1.433517,14.739238
-0.821411,-1.485326,14.527818
-0.859572,-1.541478,14.316865
-0.899425,-1.602252,14.106616
-0.941161,-1.667943,13.897322
-0.984982,-1.738865,13.689254
-1.031096,-1.815352,13.482700
-1.079722,-1.897756,13.277964
-1.131088,-1.986451,13.075365
-1.185435,-2.081830,12.875232
-1.243011,-2.184315,12.677907
-1.304080,-2.294349,12.483742
-1.368919,-2.412406,12.293094
-1.437818,-2.538993,12.106331
-1.511088,-2.674655,11.923826
-1.589060,-2.819977,11.745966
-1.672090,-2.975596,11.573148
-1.760561,-3.142201,11.405791
-1.854891,-3.320548,11.244338
-1.955535,-3.511468,11.089267
-2.062998,-3.715877,10.941102
-2.177839,-3.934797,10.800424
-2.300684,-4.169368,10.667889
-2.432241,-4.420878,10.544251
-2.573320,-4.690795,10.430383
-2.724857,-4.980810,10.327315
-2.887957,-5.292902,10.236275
-3.063941,-5.629431,10.158756
-3.254434,-5.993276,10.096602
-3.461497,-6.388069,10.052145
-3.687851,-6.818585,10.028425
-3.937316,-7.291500,10.029579
-4.215728,-7.817021,10.061630
-4.533377,-8.413212,10.134403
-4.914234,-9.122538,10.268258
-5.509416,-10.216970,10.570199
-5.922862,-10.965553,10.841541
-6.350752,-11.728788,11.172395
-6.770923,-12.465590,11.544897
-7.198438,-13.201021,11.970954
-7.635075,-13.935791,12.454118
-8.084721,-14.673440,13.001783
-8.550930,-15.415817,13.623064
-9.038169,-16.164712,14.330688
-9.553587,-16.923619,15.144837
-10.113762,-17.704978,16.107773
-10.778930,-18.565875,17.360541
-11.473143,-19.374290,18.801567
-11.973149,-19.889931,19.929983
-12.460282,-20.329693,21.108360
-12.901770,-20.666498,22.249767
-13.316650,-20.920656,23.392738
-13.704488,-21.094152,24.530310
-14.067885,-21.190023,25.665270
-14.407399,-21.209431,26.795875
-14.723335,-21.152876,27.920535
-15.015518,-21.020298,29.036915
-15.283472,-20.811192,30.142402
-15.526438,-20.524623,31.234133
-15.743377,-20.159155,32.309111
-15.932818,-19.713016,33.363544
-16.093025,-19.183512,34.394039
-16.221829,-18.566244,35.397855
-16.316285,-17.853912,36.372981
-16.372058,-17.033198,37.319298
-16.381773,-16.075430,38.242406
-16.327752,-14.890887,39.174404
-16.147630,-13.210612,40.183336
-15.983107,-12.175162,40.652406
-15.768472,-11.085307,41.035246
-15.529183,-10.063712,41.297908
-15.261669,-9.073797,41.467585
-14.969551,-8.120088,41.553843
-14.653807,-7.199597,41.565436
-14.315857,-6.312676,41.509001
-13.956742,-5.459514,41.390061
-13.577388,-4.640647,41.213324
-13.178865,-3.857217,40.983057
-12.761811,-3.109675,40.702905
-12.326674,-2.398372,40.376003
-11.873679,-1.723551,40.004976
-11.402765,-1.085306,39.591887
-10.913462,-0.483533,39.138104
-10.404672,0.082136,38.644055
-9.874253,0.612467,38.108720
-9.318118,1.108927,37.528553
-8.727924,1.574510,36.894711
-8.083006,2.016857,36.183474
-7.290674,2.473191,35.285937
-6.587636,2.804114,34.469082
-6.012751,3.026775,33.786907
-5.473700,3.198755,33.135065
-4.973042,3.328257,32.518174
-4.498582,3.425429,31.922204
-4.046237,3.496001,31.342338
-3.612184,3.544414,30.773610
-3.191591,3.574170,30.209181
-2.777479,3.587861,29.638446
-2.353776,3.586869,29.036297
-1.788503,3.564132,28.197969
-1.516373,3.545485,27.777190
-1.239974,3.522208,27.336220
-1.012685,3.500332,26.961965
-0.809361,3.479139,26.617168
-0.630851,3.459655,26.305819
-0.472624,3.442025,26.022447
-0.333740,3.426536,25.767494
-0.213815,3.413356,25.542315
-0.115037,3.402778,25.353121
-0.048801,3.395889,25.224279
0.018422,3.389114,25.091828
0.109353,3.380375,24.909857
0.213233,3.371140,24.697843
0.322581,3.362501,24.469674
0.434090,3.355113,24.231450
0.546016,3.349476,23.986431
0.657299,3.346016,23.736689
0.767269,3.345121,23.483658
0.875504,3.347149,23.228382
0.981754,3.352440,22.971648
1.085896,3.361316,22.714064
1.187900,3.374092,22.456116
1.287809,3.391074,22.198197
1.385724,3.412564,21.940637
1.481795,3.438862,21.683720
1.576209,3.470271,21.427695
1.669188,3.507095,21.172794
1.760984,3.549649,20.919232
1.851872,3.598255,20.667223
1.942155,3.653248,20.416979
2.032154,3.714981,20.168722
2.122216,3.783822,19.922686
2.212705,3.860163,19.679123
2.304010,3.944421,19.438306
2.396539,4.037042,19.200541
2.490724,4.138501,18.966165
2.587021,4.249311,18.735554
2.685910,4.370025,18.509133
2.787903,4.501238,18.287377
2.893537,4.643594,18.070823
3.003388,4.797791,17.860075
3.118066,4.964587,17.655816
3.238228,5.144809,17.458818
3.364580,5.339360,17.269956
3.497887,5.549234,17.090220
3.638989,5.775532,16.920744
3.788813,6.019485,16.762823
3.948400,6.282482,16.617954
4.118933,6.566117,16.487885
4.301791,6.872252,16.374677
4.498616,7.203109,16.280809
4.711421,7.561423,16.209328
4.942775,7.950686,16.164078
5.196113,8.375585,16.150113
5.476346,8.842846,16.174431
5.791197,9.363134,16.247536
6.154835,9.956285,16.387464
6.602682,10.672989,16.635177
7.636590,12.254271,17.495585
8.910683,14.016966,19.067417
9.253753,14.446929,19.585199
9.741730,15.018724,20.392660
10.147826,15.454143,21.130590
10.537121,15.831846,21.897434
10.898395,16.142396,22.664783
11.239192,16.394558,23.442018
11.559854,16.589691,24.225519
11.861594,16.729389,25.014654
12.144715,16.814258,25.807452
12.409285,16.844499,26.601980
12.655081,16.819955,27.396069
12.881669,16.740174,28.187454
13.088414,16.604413,28.973789
13.274480,16.411583,29.752705
13.438714,16.160287,30.521433
13.579723,15.848583,31.277298
13.695830,15.473365,32.018287
13.784779,15.029562,32.743010
13.843294,14.508047,33.451627
13.865882,13.889410,34.148850
13.839701,13.113881,34.860027
13.715445,11.976987,35.656079
13.596921,11.282487,36.026037
13.438196,10.542092,36.336917
13.258975,9.843748,36.557660
13.056964,9.163258,36.708878
12.835165,8.504423,36.797082
12.594525,7.865691,36.828439
12.336307,7.247744,36.807479
12.061464,6.651094,36.737923
11.770863,6.076458,36.622878
11.465470,5.524948,36.465105
11.145945,4.997205,36.266919
10.812803,4.493779,36.030239
10.466417,4.015149,35.756589
10.106975,3.561701,35.447054
9.734417,3.133713,35.102182
9.348323,2.731337,34.721813
8.947700,2.354551,34.304746
8.530563,2.003076,33.848094
8.092993,1.676145,33.345843
7.626466,1.371782,32.784882
7.106752,1.083432,32.128846
6.269040,0.724954,30.997780
5.865052,0.597243,30.415855
5.432636,0.492572,29.762152
5.027805,0.424725,29.116419
4.632569,0.387234,28.448179
4.207941,0.380074,27.678557
3.839500,0.403827,26.955262
3.584098,0.438375,26.414938
3.357272,0.483024,25.901165
3.163801,0.532894,25.431584
2.993020,0.587322,24.987235
2.841968,0.644987,24.565227
2.707480,0.705283,24.160933
2.587485,0.767700,23.771724
2.480299,0.831918,23.395375
2.384599,0.897721,23.030177
2.299301,0.964984,22.674716
2.223514,1.033655,22.327815
2.156493,1.103742,21.988463
2.097614,1.175307,21.655783
2.046355,1.248458,21.328999
2.002294,1.323326,21.007511
1.965068,1.400105,20.690701
1.934383,1.479038,20.377970
1.910008,1.560420,20.068758
1.891777,1.644598,19.762528
1.879587,1.731984,19.458758
1.873401,1.823063,19.156921
1.873253,1.918412,18.856480
1.879256,2.018726,18.556860
1.891620,2.124846,18.257423
1.910674,2.237821,17.957430
1.936907,2.358986,17.655969
1.971039,2.490105,17.351834
2.014140,2.633638,17.043290
2.067904,2.793292,16.727545
2.135318,2.975434,16.399308
2.223072,3.194239,16.045180
2.366446,3.525519,15.581023
2.484323,3.783034,15.271321
2.609829,4.047796,14.992562
2.740073,4.315332,14.746376
2.878518,4.593843,14.523198
3.026011,4.885556,14.321227
3.183916,5.193462,14.139131
3.353530,5.520191,13.976781
3.536364,5.868615,13.834758
3.734084,6.241725,13.714424
3.949000,6.643538,13.617751
4.184215,7.079304,13.547694
4.444203,7.556465,13.508659
4.736150,8.086875,13.507546
5.073884,8.693397,13.556628
5.497317,9.442827,13.686537
6.078823,10.450768,13.975881
6.482835,11.135274,14.245956
6.910085,11.843668,14.589115
7.335144,12.531168,14.986720
7.773078,13.219720,15.453194
8.228587,13.912444,15.998386
8.710028,14.615773,16.640548
9.235741,15.345899,17.419422
9.886153,16.186686,18.497452
10.444456,16.844506,19.527669
10.914235,17.344751,20.473883
11.350261,17.758660,21.421516
11.753075,18.091259,22.361167
12.130450,18.352519,23.302765
12.484302,18.545787,24.245565
12.816277,18.673359,25.189675
13.127026,18.736317,26.133717
13.416779,18.735105,27.075971
13.685399,18.669688,28.014315
13.932472,18.539648,28.946403
14.157339,18.344204,29.869723
14.359100,18.082157,30.781678
14.536497,17.751957,31.679164
14.687991,17.351414,32.559144
14.811720,16.876958,33.419300
14.905166,16.322727,34.257964
14.964668,15.678168,35.075091
14.984106,14.920980,35.875411
14.949416,13.984201,36.684685
14.787071,12.491557,37.659109
14.650273,11.675350,38.058350
14.465201,10.784544,38.400606
14.257856,9.946696,38.640045
14.025301,9.132392,38.799972
13.770821,8.345852,38.888120
13.495364,7.584945,38.911728
13.200260,6.850236,38.876203
12.886496,6.142109,38.786023
12.554958,5.461211,38.644965
12.206663,4.808685,38.456423
11.842245,4.185070,38.223264
11.462177,3.590825,37.947906
11.066750,3.026319,37.632314
10.656021,2.491795,37.277954
10.229712,1.987347,36.885669
9.787050,1.512868,36.455459
9.326442,1.067964,35.986053
8.844814,0.651758,35.474013
8.335963,0.262366,34.911545
7.785257,-0.104945,34.279558
7.138593,-0.469521,33.507654
6.450295,-0.783802,32.650274
5.953759,-0.966064,32.007415
5.473756,-1.108479,31.364563
5.030106,-1.211590,30.749412
4.607190,-1.285091,30.141546
4.199816,-1.333516,29.533036
3.798137,-1.360140,28.907029
3.377549,-1.365835,28.218297
2.890255,-1.344334,27.367286
2.631146,-1.320686,26.885993
2.377826,-1.289395,26.391764
2.163359,-1.256607,25.951771
1.970835,-1.222277,25.537024
1.798533,-1.187651,25.147391
1.642607,-1.153175,24.777410
1.500925,-1.119301,24.424746
1.371617,-1.086319,24.087185
1.253230,-1.054447,23.763139
1.144550,-1.023842,23.451310
1.044559,-0.994613,23.150654
0.952385,-0.966833,22.860314
0.867277,-0.940549,22.579578
0.788578,-0.915784,22.307852
0.715714,-0.892546,22.044639
0.648173,-0.870828,21.789523
0.585503,-0.850613,21.542161
0.527302,-0.831877,21.302267
0.473208,-0.814586,21.069616
0.422898,-0.798704,20.844031
0.376084,-0.784189,20.625389
0.332506,-0.770997,20.413616
0.291936,-0.759080,20.208690
0.254169,-0.748387,20.010645
0.219027,-0.738868,19.819582
0.186357,-0.730467,19.635675
0.156032,-0.723129,19.459195
0.127955,-0.716798,19.290538
0.102063,-0.711413,19.130276
0.078336,-0.706915,18.979244
0.056825,-0.703244,18.838707
0.037694,-0.700339,18.710741
0.021373,-0.698156,18.599280
0.009258,-0.696725,18.515142
-0.001404,-0.695608,18.440096
-0.015887,-0.694318,18.336622
-0.032949,-0.693156,18.212425
-0.051361,-0.692374,18.075567
-0.070557,-0.692124,17.929695
-0.090236,-0.692524,17.776741
-0.110211,-0.693671,17.617946
-0.130356,-0.695652,17.454197
-0.150587,-0.698550,17.286167
-0.170848,-0.702440,17.114384
-0.191106,-0.707398,16.939276
-0.211346,-0.713497,16.761200
-0.231567,-0.720812,16.580454
-0.251780,-0.729418,16.397294
-0.272007,-0.739392,16.211945
-0.292279,-0.750816,16.024603
-0.312636,-0.763773,15.835447
-0.333126,-0.778354,15.644637
-0.353804,-0.794651,15.452324
-0.374732,-0.812768,15.258653
-0.395978,-0.832812,15.063760
-0.417620,-0.854899,14.867784
-0.439739,-0.879153,14.670864
-0.462424,-0.905710,14.473141
-0.485771,-0.934714,14.274765
-0.509882,-0.966318,14.075893
-0.534865,-1.000690,13.876695
-0.560836,-1.038007,13.677351
-0.587915,-1.078458,13.478054
-0.616232,-1.122246,13.279015
-0.645920,-1.169584,13.080455
-0.677121,-1.220699,12.882613
-0.709980,-1.275830,12.685737
-0.744652,-1.335232,12.490089
-0.781295,-1.399169,12.295937
-0.820076,-1.467923,12.103557
-0.861167,-1.541790,11.913226
-0.904749,-1.621083,11.725221
-0.951012,-1.706134,11.539818
-1.000151,-1.797294,11.357288
-1.052377,-1.894939,11.177896
-1.107910,-1.999469,11.001904
-1.166984,-2.111315,10.829569
-1.229848,-2.230941,10.661144
-1.296770,-2.358845,10.496887
-1.368038,-2.495571,10.337058
-1.443962,-2.641704,10.181929
-1.524880,-2.797887,10.031787
-1.611159,-2.964818,9.886943
-1.703202,-3.143264,9.747739
-1.801450,-3.334067,9.614557
-1.906393,-3.538159,9.487827
-2.018575,-3.756571,9.368047
-2.138605,-3.990457,9.255789
-2.267171,-4.241113,9.151727
-2.405059,-4.510010,9.056652
-2.553175,-4.798836,8.971509
-2.712580,-5.109551,8.897434
-2.884537,-5.444478,8.835813
-3.070588,-5.806426,8.788360
-3.272663,-6.198894,8.757236
-3.493280,-6.626417,8.745244
-3.735897,-7.095199,8.756158
-4.005644,-7.614430,8.795365
-4.311115,-8.199535,8.871334
-4.670302,-8.883024,9.000152
-5.151094,-9.789123,9.234126
-5.637462,-10.693920,9.537358
-6.056082,-11.461841,9.848860
-6.480610,-12.229112,10.210504
-6.905711,-12.984593,10.617467
-7.339072,-13.740200,11.077568
-7.783039,-14.497551,11.595661
-8.240704,-15.258783,12.178928
-8.715307,-16.025218,12.836527
-9.210867,-16.797984,13.580867
-9.733666,-17.579490,14.430925
-10.297576,-18.379123,15.424140
-10.945229,-19.234717,16.666030
-11.810587,-20.255336,18.504147
-12.296191,-20.755921,19.631918
-12.806384,-21.216041,20.898121
-13.263137,-21.561945,22.108740
-13.693494,-21.821345,23.323083
-14.095291,-21.995200,24.529196
-14.471801,-22.087071,25.731719
-14.823526,-22.098186,26.928595
-15.150845,-22.029119,28.118362
-15.453591,-21.879840,29.298606
-15.731294,-21.649850,30.466628
-15.983181,-21.338204,31.619438
-16.208197,-20.943439,32.753886
-16.404846,-20.463736,33.866037
-16.571343,-19.896379,34.952226
-16.705483,-19.236902,36.009488
-16.804278,-18.477930,37.035546
-16.863372,-17.606125,38.029895
-16.875471,-16.593290,38.997304
-16.823891,-15.355615,39.965628
-16.600964,-13.267161,41.183790
-16.433198,-12.225055,41.629238
-16.205383,-11.068395,42.012208
-15.952392,-9.984300,42.271333
-15.670335,-8.934547,42.433950
-15.362915,-7.923946,42.509989
-15.031093,-6.949347,42.508505
-14.676301,-6.011076,42.436445
-14.299579,-5.109280,42.299617
-13.901869,-4.244495,42.103006
-13.484245,-3.417854,41.851149
-13.047317,-2.629732,41.547921
-12.591503,-1.880433,41.196672
-12.116985,-1.170143,40.800219
-11.623630,-0.498887,40.360790
-11.110855,0.133528,39.879881
-10.577380,0.727586,39.357979
-10.020750,1.284226,38.794003
-9.436277,1.805197,38.184078
-8.814253,2.294093,37.518284
-8.129614,2.760452,36.768696
-7.246256,3.260710,35.779357
-6.574479,3.570947,35.011945
-5.970732,3.801924,34.311560
-5.417858,3.976159,33.661052
-4.899509,4.108940,33.042621
-4.409403,4.208685,32.449439
-3.942427,4.281569,31.875577
-3.495252,4.332128,31.316909
-3.064253,4.363992,30.768610
-2.644677,4.380030,30.223984
-2.228331,4.382314,29.671087
-1.791003,4.371322,29.074445
-1.289222,4.343852,28.365592
-1.032289,4.324581,27.990689
-0.772706,4.302234,27.602373
-0.563556,4.282585,27.281711
-0.380202,4.264517,26.994277
-0.228424,4.249220,26.751490
-0.109325,4.237158,26.557676
-0.045602,4.230730,26.452724
0.040238,4.222145,26.309904
0.163419,4.210076,26.101949
0.302109,4.197046,25.863339
0.446128,4.184442,25.610247
0.591454,4.173058,25.349027
0.736035,4.163505,25.082986
0.878673,4.156309,24.814170
1.018643,4.151950,24.543955
1.155523,4.150871,24.273307
1.289095,4.153489,24.002931
1.419284,4.160200,23.733354
1.546123,4.171385,23.464986
1.669725,4.187411,23.198155
1.790268,4.208637,22.933132
1.907979,4.235415,22.670153
2.023127,4.268097,22.409430
2.136016,4.307033,22.151167
2.246978,4.352579,21.895561
2.356375,4.405098,21.642821
2.464592,4.464962,21.393161
2.572037,4.532560,21.146819
2.679138,4.608295,20.904054
2.786349,4.692592,20.665155
2.894144,4.785902,20.430447
3.003021,4.888703,20.200296
3.113501,5.001504,19.975117
3.226134,5.124852,19.755382
3.341498,5.259335,19.541625
3.460204,5.405586,19.334455
3.582898,5.564289,19.134564
3.710268,5.736187,18.942742
3.843049,5.922086,18.759889
3.982031,6.122868,18.587038
4.128072,6.339502,18.425372
4.282107,6.573054,18.276254
4.445172,6.824716,18.141269
4.618424,7.095823,18.022265
4.803179,7.387897,17.921427
5.000959,7.702694,17.841366
5.213562,8.042278,17.785256
5.443169,8.409129,17.757030
5.692490,8.806296,17.761684
5.965002,9.237618,17.805755
6.265291,9.708029,17.898093
6.599484,10.223821,18.051086
6.975372,10.792113,18.282281
7.399651,11.415719,18.614033
7.864061,12.072951,19.059085
8.327217,12.697777,19.585444
8.761168,13.251189,20.152381
9.167676,13.737392,20.748593
9.548863,14.160983,21.366251
9.908115,14.527504,22.002310
10.247582,14.840487,22.654089
10.568790,15.102335,23.319434
10.872661,15.314509,23.996218
11.159710,15.477845,24.682333
11.430133,15.592730,25.375636
11.683886,15.659219,26.073943
11.920724,15.677112,26.775029
12.140232,15.645982,27.476637
12.341832,15.565180,28.176488
12.524783,15.433794,28.872304
12.688132,15.250598,29.561738
12.830605,15.014093,30.241999
12.950796,14.721918,30.911084
13.046860,14.370350,31.567429
13.116226,13.953005,32.210485
13.154877,13.457333,32.842428
13.154907,12.851207,33.475404
13.079621,11.927339,34.224159
12.981918,11.275328,34.630079
12.850494,10.616917,34.954349
12.698344,9.996325,35.189478
12.524335,9.391377,35.357603
12.331328,8.804732,35.465626
12.120397,8.234886,35.519771
11.892827,7.682428,35.524437
11.649610,7.147880,35.483167
11.391644,6.631978,35.398870
11.119817,6.135661,35.274034
10.834936,5.659827,35.110823
10.537595,5.205106,34.911009
10.228276,4.772075,34.676017
9.907332,4.361245,34.406898
9.574945,3.973057,34.104275
9.231069,3.607870,33.768231
8.875319,3.265960,33.398110
8.506772,2.947497,32.992160
8.123568,2.652500,32.546829
7.722004,2.380702,32.055197
7.293958,2.131073,31.502655
6.815964,1.899408,30.849093
5.943389,1.601775,29.542051
5.583359,1.526703,28.950638
5.173429,1.477112,28.229710
4.696979,1.472135,27.309889
4.418310,1.499348,26.717647
4.172987,1.545291,26.151723
3.972190,1.601319,25.648128
3.798276,1.666371,25.173538
3.647937,1.738175,24.725546
3.517022,1.815895,24.297565
3.403108,1.898795,23.886430
3.304265,1.986490,23.489392
3.219054,2.078761,23.104433
3.146349,2.175555,22.729913
3.085273,2.276950,22.364489
3.035147,2.383146,22.007031
2.995479,2.494393,21.656771
2.965887,2.611120,21.312844
2.946130,2.733884,20.974480
2.936101,2.863388,20.640980
2.935836,3.000509,20.311690
2.945531,3.146342,19.985975
2.965567,3.302270,19.663191
2.996563,3.470068,19.342635
3.039467,3.652086,19.023473
3.095713,3.851568,18.704592
3.167549,4.073305,18.384289
3.258799,4.325179,18.059439
3.377261,4.623045,17.722586
3.549236,5.020936,17.341988
3.754299,5.463413,16.998201
3.939180,5.843419,16.760017
4.142104,6.246301,16.557426
4.359027,6.664782,16.395038
4.596296,7.111353,16.269838
4.857706,7.592462,16.184913
5.150592,8.120079,16.145896
5.488308,8.715298,16.164351
5.905897,9.433392,16.268851
6.643087,10.654340,16.643277
7.066334,11.327576,16.955839
7.523375,12.030156,17.366988
8.003336,12.738360,17.877575
8.541264,13.492151,18.543350
9.392678,14.585125,19.798584
9.760236,15.012790,20.418616
10.187989,15.471202,21.202416
10.568042,15.838229,21.958038
10.928789,16.146329,22.730582
11.266697,16.393845,23.507348
11.585171,16.584760,24.291429
11.884610,16.720110,25.080395
12.165509,16.800634,25.872833
12.427867,16.826510,26.666696
12.671459,16.797578,27.459868
12.895829,16.713378,28.250086
13.100326,16.573150,29.035019
13.284094,16.375778,29.812307
13.445942,16.119849,30.579125
13.584465,15.803342,31.332891
13.697945,15.423024,32.071636
13.784056,14.973577,32.794069
13.839389,14.445317,33.500588
13.858118,13.817193,34.196700
13.825845,13.020329,34.912711
13.709779,11.985554,35.630017
13.587926,11.271422,36.011229
13.429171,10.532974,36.320860
13.249880,9.835953,36.540814
13.047873,9.156833,36.691369
12.826110,8.499277,36.779049
12.585544,7.861786,36.809988
12.327430,7.245035,36.788702
12.052724,6.649543,36.718899
11.762287,6.076029,36.603677
11.457088,5.525607,36.445789
11.137782,4.998915,36.247542
10.804883,4.496505,36.010848
10.458764,4.018853,35.737223
10.099612,3.566347,35.427746
9.727366,3.139268,35.082958
9.341605,2.737766,34.702689
8.941333,2.361822,34.285730
8.524566,2.011159,33.829180
8.087377,1.685014,33.327001
7.621228,1.381417,32.766038
7.101804,1.093809,32.109751
6.257713,0.734127,30.968331
5.856243,0.608141,30.388838
5.424761,0.504632,29.735125
5.020455,0.437790,29.088638
4.625064,0.401285,28.418199
4.196466,0.395512,27.638335
3.840578,0.419566,26.937040
3.584540,0.454816,26.393713
3.359703,0.499710,25.882708
3.167087,0.549962,25.413547
2.997232,0.604710,24.969924
2.846946,0.662717,24.548334
2.713170,0.723364,24.144381
2.593831,0.786152,23.755412
2.487266,0.850764,23.379234
2.392162,0.916989,23.014144
2.307444,0.984706,22.658739
2.232227,1.053867,22.311846
2.165772,1.124484,21.972461
2.107461,1.196623,21.639710
2.056778,1.270398,21.312817
2.013306,1.345943,20.991198
1.976688,1.423459,20.674222
1.946632,1.503198,20.361292
1.922916,1.585462,20.051848
1.905380,1.670609,19.745351
1.893928,1.759064,19.441277
1.888533,1.851327,19.139096
1.889238,1.947995,18.838265
1.896172,2.049786,18.538200
1.909561,2.157576,18.238253
1.929757,2.272457,17.937661
1.957285,2.395829,17.635480
1.992909,2.529553,17.330446
2.037785,2.676251,17.020711
2.093755,2.839938,16.703241
2.164154,3.027705,16.372091
2.256930,3.256393,16.011121
2.443771,3.680550,15.445831
2.552870,3.914803,15.182517
2.682197,4.184419,14.915717
2.816259,4.457222,14.680335
2.959395,4.742949,14.466428
3.112125,5.043040,14.273375
3.275935,5.360620,14.100200
3.452198,5.698386,13.947143
3.642486,6.059247,13.815166
3.848772,6.446683,13.705902
4.073727,6.865270,13.621775
4.321060,7.321222,13.566398
4.596395,7.823831,13.545265
4.909502,8.389206,13.567445
5.282436,9.053961,13.651285
5.829554,10.011385,13.875026
6.264847,10.756826,14.130536
6.688861,11.467756,14.440463
7.111661,12.160332,14.806398
7.542773,12.848140,15.235842
7.988197,13.537351,15.737753
8.455177,14.234071,16.326558
8.954881,14.946995,17.027385
9.521062,15.708801,17.910755
10.437052,16.819234,19.548070
10.830080,17.241060,20.333987
11.281417,17.677477,21.303098
11.684503,18.017546,22.233326
12.065572,18.289006,23.174180
12.421839,18.491465,24.113706
12.756395,18.628319,25.055433
13.069628,18.700573,25.997160
13.361912,18.708782,26.937471
13.633130,18.652961,27.874220
13.882909,18.532745,28.805107
14.110624,18.347404,29.727639
14.315410,18.095807,30.639231
14.496073,17.776434,31.536917
14.651095,17.387256,32.417517
14.778685,16.924930,33.278668
14.876442,16.384018,34.118579
14.940918,15.754888,34.936879
14.966492,15.017760,35.737239
14.941084,14.117396,36.539715
14.714827,12.130377,37.810605
14.582914,11.407191,38.136451
14.390383,10.530965,38.447316
14.176168,9.703705,38.661713
13.937388,8.899539,38.799634
13.677134,8.122650,38.868208
13.396317,7.371334,38.874079
13.096200,6.646239,38.822326
12.777727,5.947817,38.717186
12.441819,5.276872,38.562290
12.089391,4.634388,38.360876
11.721027,4.020875,38.115665
11.337150,3.436769,37.828936
10.937993,2.882405,37.502509
10.523526,2.357991,37.137673
10.093353,1.863569,36.735051
9.646508,1.398965,36.294322
9.181066,0.963676,35.813707
8.693300,0.556622,35.288820
8.175453,0.175414,34.709728
7.607664,-0.186514,34.050403
6.888412,-0.566854,33.179367
6.313661,-0.812097,32.453734
5.810511,-0.986353,31.795244
5.345500,-1.115211,31.165285
4.908265,-1.209075,30.551781
4.491170,-1.274591,29.944568
4.087053,-1.316145,29.332396
3.683889,-1.336431,28.693966
3.239339,-1.334561,27.951030
2.865715,-1.313462,27.287570
2.593006,-1.286834,26.775586
2.350511,-1.255206,26.296640
2.140295,-1.221737,25.860138
1.952359,-1.187067,25.450264
1.783596,-1.152130,25.063831
1.630803,-1.117419,24.696622
1.491841,-1.083341,24.346175
1.364951,-1.050173,24.010453
1.248728,-1.018125,23.687915
1.141999,-0.987342,23.377314
1.043777,-0.957927,23.077641
0.953218,-0.929950,22.788060
0.869587,-0.903453,22.507878
0.792246,-0.878457,22.236513
0.720631,-0.854967,21.973474
0.654242,-0.832977,21.718349
0.592637,-0.812468,21.470792
0.535418,-0.793416,21.230517
0.482231,-0.775788,20.997290
0.432756,-0.759547,20.770924
0.386708,-0.744654,20.551282
0.343829,-0.731064,20.338269
0.303891,-0.718732,20.131839
0.266687,-0.707608,19.931993
0.232036,-0.697644,19.738787
0.199779,-0.688789,19.552341
0.169781,-0.680988,19.372846
0.141930,-0.674188,19.200591
0.116139,-0.668335,19.035990
0.092358,-0.663370,18.879634
0.070575,-0.659236,18.732385
0.050846,-0.655874,18.595553
0.033343,-0.653230,18.471297
0.018506,-0.651260,18.363800
0.007860,-0.650013,18.285414
-0.002307,-0.648958,18.209562
-0.016019,-0.647762,18.105697
-0.031995,-0.646717,17.982378
-0.049167,-0.646046,17.847014
-0.067044,-0.645891,17.702961
-0.085360,-0.646357,17.552032
-0.103945,-0.647536,17.395404
-0.122689,-0.649509,17.233926
-0.141515,-0.652351,17.068242
-0.160375,-0.656135,16.898860
-0.179240,-0.660930,16.726194
-0.198096,-0.666807,16.550587
-0.216945,-0.673834,16.372327
-0.235797,-0.682083,16.191664
-0.254674,-0.691628,16.008815
-0.273606,-0.702543,15.823971
-0.292630,-0.714909,15.637304
-0.311793,-0.728811,15.448974
-0.331147,-0.744339,15.259126
-0.350750,-0.761588,15.067902
