x,y,z
-4.992369,-8.863732,12.285140
-5.419501,-9.626796,12.445404
-6.000378,-10.647421,12.763903
-6.406515,-11.347494,13.050306
-6.836186,-12.074350,13.407159
-7.262060,-12.779238,13.813489
-7.699024,-13.484638,14.283411
-8.149985,-14.191656,14.823742
-8.621189,-14.905158,15.447948
-9.120587,-15.629972,16.176158
-9.668591,-16.383561,17.055240
-10.362299,-17.265502,18.291753
-10.915959,-17.902294,19.382644
-11.404320,-18.406211,20.426599
-11.851055,-18.812277,21.453765
-12.265970,-19.135011,22.474994
-12.653985,-19.381652,23.494591
-13.017717,-19.556060,24.513788
-13.358562,-19.660323,25.532259
-13.677178,-19.695487,26.548755
-13.973734,-19.661927,27.561451
-14.248040,-19.559530,28.568131
-14.499615,-19.387787,29.566313
-14.727723,-19.145788,30.553341
-14.931369,-18.832157,31.526462
-15.109129,-18.445218,32.482146
-15.259360,-17.982361,33.417419
-15.379986,-17.439372,34.329888
-15.468160,-16.809217,35.217955
-15.519651,-16.078886,36.082072
-15.527070,-15.219533,36.929074
-15.471220,-14.132497,37.798448
-15.322326,-12.811141,38.615562
-15.166819,-11.861208,39.067361
-14.969846,-10.895717,39.423971
-14.749408,-9.987357,39.671921
-14.502687,-9.105944,39.835208
-14.232979,-8.255376,39.922352
-13.941275,-7.433337,39.941122
-13.628927,-6.640289,39.897383
-13.296943,-5.876558,39.796002
-12.946224,-5.142745,39.641102
-12.577808,-4.440005,39.436407
-12.192324,-3.768831,39.185071
-11.790232,-3.129641,38.889778
-11.371790,-2.522751,38.552735
-10.937003,-1.948343,38.175623
-10.485505,-1.406427,37.759466
-10.016376,-0.896785,37.304399
-9.527776,-0.418862,36.809200
-9.016173,0.028476,36.270295
-8.474381,0.447608,35.679286
-7.884984,0.844577,35.014680
-7.176562,1.246536,34.187749
-6.492042,1.562722,33.359950
-5.964880,1.761004,32.702402
-5.462313,1.915357,32.057949
-4.997534,2.029283,31.445033
-4.555266,2.112974,30.844746
-4.132067,2.171286,30.252493
-3.721488,2.208197,29.658545
-3.313809,2.226338,29.046629
-2.880846,2.226169,28.367838
-2.424935,2.205375,27.613586
-2.152894,2.183454,27.140044
-1.894286,2.156461,26.670413
-1.674914,2.129205,26.254810
-1.477623,2.101590,25.865521
-1.300905,2.074654,25.502640
-1.140861,2.048743,25.160951
-0.995426,2.024210,24.838405
-0.862765,2.001266,24.533062
-0.741490,1.980057,24.243661
-0.630465,1.960671,23.969280
-0.528778,1.943156,23.709336
-0.435701,1.927521,23.463546
-0.350674,1.913750,23.231943
-0.273311,1.901806,23.014934
-0.203432,1.891636,22.813441
-0.141150,1.883184,22.629223
-0.087112,1.876406,22.465674
-0.043373,1.871357,22.330665
-0.026302,1.869504,22.277315
0.007589,1.866035,22.170281
0.052018,1.861948,22.027658
0.103209,1.857960,21.859987
0.157760,1.854669,21.677243
0.214058,1.852447,21.484098
0.271223,1.851579,21.283115
0.328701,1.852306,21.075963
0.386125,1.854846,20.863836
0.443252,1.859399,20.647636
0.499922,1.866158,20.428067
0.556044,1.875308,20.205695
0.611576,1.887028,19.980984
0.666518,1.901500,19.754322
0.720903,1.918903,19.526040
0.774792,1.939422,19.296422
0.828272,1.963243,19.065721
0.881450,1.990561,18.834162
0.934454,2.021578,18.601952
0.987429,2.056506,18.369285
1.040536,2.095571,18.136348
1.093952,2.139009,17.903322
1.147869,2.187074,17.670392
1.202495,2.240036,17.437744
1.258050,2.298187,17.205575
1.314773,2.361837,16.974092
1.372913,2.431320,16.743518
1.432738,2.506995,16.514094
1.494530,2.589248,16.286085
1.558589,2.678493,16.059778
1.625228,2.775174,15.835489
1.694781,2.879767,15.613566
1.767600,2.992783,15.394388
1.844054,3.114767,15.178371
1.924536,3.246306,14.965967
2.009458,3.388027,14.757669
2.099261,3.540608,14.554012
2.194412,3.704775,14.355577
2.295412,3.881318,14.162995
2.402801,4.071095,13.976950
2.517165,4.275047,13.798192
2.639147,4.494212,13.627544
2.769457,4.729750,13.465922
2.908897,4.982968,13.314351
3.058378,5.255360,13.173996
3.218955,5.548658,13.046204
3.391878,5.864912,12.932560
3.578661,6.206602,12.834962
3.781197,6.576823,12.755751
4.001944,6.979584,12.697896
4.244268,7.420378,12.665323
4.513139,7.907323,12.663540
4.816810,8.453974,12.701029
5.172199,9.088414,12.793377
5.638295,9.910270,12.986617
6.149753,10.796511,13.284806
6.568275,11.507743,13.591168
6.997175,12.221869,13.960355
7.427815,12.922181,14.385301
7.870495,13.622693,14.877407
8.330180,14.327039,15.446866
8.814043,15.040162,16.110313
9.336485,15.773661,16.900864
9.946267,16.575305,17.923015
10.636615,17.400416,19.214779
11.098994,17.895835,20.164594
11.561830,18.338043,21.188402
11.977175,18.682111,22.174421
12.368781,18.953400,23.167999
12.734850,19.152514,24.159151
13.078359,19.282811,25.151182
13.399804,19.345407,26.142116
13.699569,19.340877,27.130528
13.977547,19.269247,28.114258
14.233356,19.130136,29.090948
14.466352,18.922785,30.058028
14.675640,18.646009,31.012820
14.859980,18.298232,31.952207
15.017803,17.877318,32.872904
15.147251,17.379742,33.772441
15.245821,16.799754,34.648934
15.309915,16.127142,35.501970
15.333650,15.340870,36.335343
15.304303,14.381885,37.170009
15.036624,12.108620,38.563697
14.898107,11.369730,38.874607
14.692921,10.450482,39.177480
14.465670,9.581548,39.383037
14.213414,8.737586,39.510380
13.939209,7.922771,39.566780
13.643956,7.135453,39.558931
13.328903,6.376274,39.492043
12.994984,5.645679,39.370479
12.643155,4.944551,39.198037
12.274273,4.273758,38.978074
11.888892,3.633772,38.713427
11.487395,3.024985,38.406474
11.069948,2.447676,38.059107
10.636427,1.901980,37.672658
10.186285,1.387846,37.247724
9.718311,0.904966,36.783863
9.230147,0.452637,36.278963
8.717198,0.029407,35.727825
8.169599,-0.367969,35.118278
7.559725,-0.749210,34.415387
6.628194,-1.216882,33.294380
6.138490,-1.411102,32.681452
5.627404,-1.578156,32.022965
5.161672,-1.699999,31.404487
4.718920,-1.789963,30.798149
4.296392,-1.853069,30.200384
3.887251,-1.893629,29.600903
3.481708,-1.914438,28.983107
3.052333,-1.916037,28.298338
2.593086,-1.895277,27.522925
2.323678,-1.872701,27.042721
2.066812,-1.844331,26.563858
1.848860,-1.815266,26.138797
1.652921,-1.785458,25.739669
1.477354,-1.756009,25.366372
1.318285,-1.727307,25.013613
1.173610,-1.699744,24.679204
1.041468,-1.673559,24.361074
0.920426,-1.648931,24.057794
0.809295,-1.625975,23.768243
0.707091,-1.604765,23.491583
0.612986,-1.585339,23.227194
0.526284,-1.567706,22.974652
0.446401,-1.551856,22.733714
0.372857,-1.537756,22.504320
0.305265,-1.525363,22.286617
0.243346,-1.514619,22.081001
0.186936,-1.505455,21.888219
0.136038,-1.497799,21.709550
0.090916,-1.491580,21.547232
0.052401,-1.486753,21.405634
0.023228,-1.483428,21.296454
-0.000383,-1.480964,21.206839
-0.032780,-1.477941,21.082013
-0.071406,-1.474928,20.930300
-0.113113,-1.472475,20.762854
-0.156463,-1.470910,20.584705
-0.200709,-1.470472,20.398454
-0.245389,-1.471360,20.205751
-0.290196,-1.473752,20.007763
-0.334925,-1.477813,19.805368
-0.379442,-1.483699,19.599250
-0.423664,-1.491559,19.389961
-0.467550,-1.501539,19.177953
-0.511093,-1.513787,18.963602
-0.554311,-1.528449,18.747232
-0.597249,-1.545675,18.529120
-0.639969,-1.565618,18.309511
-0.682553,-1.588437,18.088624
-0.725097,-1.614300,17.866657
-0.767714,-1.643382,17.643795
-0.810531,-1.675868,17.420215
-0.853684,-1.711956,17.196086
-0.897328,-1.751855,16.971578
-0.941625,-1.795793,16.746861
-0.986752,-1.844009,16.522112
-1.032898,-1.896765,16.297516
-1.080265,-1.954337,16.073269
-1.129065,-2.017026,15.849584
-1.179526,-2.085153,15.626688
-1.231887,-2.159060,15.404830
-1.286400,-2.239116,15.184280
-1.343332,-2.325715,14.965332
-1.402962,-2.419277,14.748306
-1.465585,-2.520248,14.533546
-1.531510,-2.629107,14.321424
-1.601063,-2.746362,14.112338
-1.674586,-2.872555,13.906715
-1.752440,-3.008266,13.705007
-1.835007,-3.154117,13.507698
-1.922694,-3.310776,13.315297
-2.015937,-3.478964,13.128349
-2.115203,-3.659466,12.947435
-2.221000,-3.853141,12.773180
-2.333884,-4.060933,12.606261
-2.454469,-4.283893,12.447422
-2.583441,-4.523196,12.297490
-2.721575,-4.780174,12.157395
-2.869761,-5.056355,12.028206
-3.029035,-5.353514,11.911165
-3.200626,-5.673753,11.807746
-3.386028,-6.019615,11.719734
-3.587111,-6.394273,11.649338
-3.806304,-6.801829,11.599382
-4.046932,-7.247889,11.573613
-4.313894,-7.740715,11.577299
-4.615304,-8.294036,11.618560
-4.967717,-8.936111,11.712292
-5.428015,-9.765517,11.902031
-5.939099,-10.672174,12.194512
-6.353394,-11.394500,12.490406
-6.778438,-12.122310,12.845893
-7.203435,-12.835131,13.252052
-7.638385,-13.547565,13.718895
-8.086523,-14.261627,14.253155
-8.553082,-14.981213,14.866378
-9.043928,-15.709130,15.574383
-9.572153,-16.455181,16.409128
-10.177559,-17.256369,17.460950
-10.992144,-18.228076,19.044118
-11.443698,-18.705022,20.010145
-11.921245,-19.153058,21.106043
-12.348362,-19.497227,22.156277
-12.751164,-19.764882,23.213423
-13.127418,-19.956486,24.266116
-13.480298,-20.075537,25.318346
-13.810288,-20.123179,26.368072
-14.117779,-20.099995,27.413898
-14.402647,-20.005995,28.453603
-14.664488,-19.840766,29.484748
-14.902618,-19.603494,30.504652
-15.116095,-19.292908,31.510517
-15.303599,-18.907359,32.498990
-15.463498,-18.444533,33.466704
-15.593825,-17.900611,34.411066
-15.691926,-17.269340,35.330110
-15.753959,-16.539522,36.223456
-15.773579,-15.687832,37.095329
-15.736712,-14.647073,37.969338
-15.482777,-12.435860,39.302783
-15.336051,-11.616609,39.649970
-15.124343,-10.631485,39.976106
-14.889657,-9.702588,40.197585
-14.628786,-8.801161,40.335753
-14.344973,-7.931578,40.398600
-14.039135,-7.091798,40.393477
-13.712577,-6.282385,40.326073
-13.366261,-5.503709,40.201155
-13.001138,-4.756560,40.022851
-12.618130,-4.041884,39.794847
-12.217806,-3.360127,39.520270
-11.800557,-2.711656,39.201769
-11.366552,-2.096725,38.841498
-10.915664,-1.515434,38.441038
-10.447330,-0.967689,38.001240
-9.960314,-0.453126,37.521924
-9.452215,0.029040,37.001269
-8.918391,0.480367,36.434455
-8.348968,0.904250,35.809955
-7.716938,1.310496,35.094917
-6.815044,1.782867,34.037119
-6.273805,2.010290,33.381261
-5.733054,2.198298,32.709381
-5.243049,2.336476,32.084983
-4.778723,2.440437,31.478096
-4.337289,2.515924,30.885585
-3.913567,2.567808,30.300482
-3.501451,2.599689,29.713547
-3.091012,2.613980,29.108442
-2.651351,2.610899,28.433060
-2.212110,2.590026,27.724098
-1.935931,2.568496,27.257175
-1.676788,2.542944,26.801457
-1.456934,2.517635,26.399473
-1.259280,2.492423,26.024369
-1.082483,2.468250,25.676455
-0.922680,2.445407,25.350735
-0.777910,2.424196,25.045440
-0.646436,2.404782,24.758932
-0.527014,2.387273,24.490353
-0.418701,2.371721,24.239321
-0.320871,2.358141,24.006041
-0.233238,2.346522,23.791443
-0.156009,2.336846,23.597639
-0.090339,2.329134,23.429210
-0.040433,2.323650,23.298884
-0.001527,2.319629,23.195842
0.052051,2.314503,23.051813
0.116192,2.309071,22.876036
0.185284,2.304208,22.682453
0.256780,2.300422,22.477327
0.329380,2.298082,22.263848
0.402295,2.297492,22.044014
0.475010,2.298927,21.819220
0.547183,2.302637,21.590500
0.618596,2.308861,21.358651
0.689119,2.317826,21.124303
0.758691,2.329754,20.887966
0.827305,2.344866,20.650064
0.895000,2.363378,20.410950
0.961847,2.385510,20.170932
1.027954,2.411486,19.930276
1.093450,2.441534,19.689222
1.158491,2.475892,19.447990
1.223255,2.514807,19.206786
1.287937,2.558538,18.965808
1.352754,2.607359,18.725253
1.417936,2.661560,18.485318
1.483735,2.721451,18.246208
1.550418,2.787363,18.008136
1.618270,2.859649,17.771334
1.687592,2.938690,17.536049
1.758705,3.024894,17.302552
1.831948,3.118702,17.071142
1.907680,3.220586,16.842146
1.986281,3.331054,16.615928
2.068150,3.450654,16.392891
2.153714,3.579975,16.173480
2.243422,3.719652,15.958187
2.337752,3.870369,15.747558
2.437214,4.032866,15.542193
2.542353,4.207945,15.342758
2.653755,4.396479,15.149986
2.772055,4.599424,14.964691
2.897945,4.817833,14.787780
3.032192,5.052881,14.620266
3.175652,5.305887,14.463294
3.329297,5.578358,14.318168
3.494252,5.872045,14.186400
3.671845,6.189015,14.069766
3.863690,6.531784,13.970401
4.071807,6.903505,13.890935
4.298840,7.308301,13.834718
4.548448,7.751892,13.806208
4.826125,8.242902,13.811736
5.141255,8.796181,13.861283
5.514204,9.444425,13.974136
6.032715,10.331610,14.219865
6.506490,11.125480,14.527352
6.940435,11.836422,14.873919
7.378563,12.536500,15.283936
7.825757,13.230540,15.762791
8.291993,13.929473,16.325712
8.787661,14.641583,16.994920
9.341813,15.394989,17.829909
10.341933,16.618652,19.576332
10.718887,17.025820,20.318917
11.169671,17.466336,21.272299
11.571242,17.810061,22.185907
11.951195,18.086266,23.111256
12.306401,18.294206,24.035643
12.640078,18.437400,24.962770
12.952608,18.516853,25.890373
13.244391,18.533142,26.817057
13.515329,18.486304,27.740689
13.765070,18.375997,28.658994
13.993010,18.201524,29.569501
14.198310,17.961796,30.469653
14.379826,17.655326,31.356591
14.536061,17.280189,32.227088
14.665280,16.833200,33.078781
14.765166,16.309212,33.909842
14.832415,15.699188,34.719750
14.861719,14.984850,35.511649
14.842034,14.116970,36.302923
14.699537,12.642701,37.323970
14.570443,11.826141,37.748642
14.393872,10.941517,38.111782
14.194992,10.113103,38.367877
13.970621,9.307653,38.543366
13.724252,8.529718,38.646230
13.456841,7.776778,38.684087
13.169764,7.049364,38.662495
12.864036,6.347813,38.586026
12.540572,5.672764,38.458514
12.200350,5.025256,38.283351
11.844093,4.405969,38.063455
11.472311,3.815391,37.801281
11.085347,3.253921,37.498843
10.683324,2.721847,37.157674
10.266068,2.219315,36.778725
9.832963,1.746293,36.362180
9.382685,1.302492,35.907085
8.912665,0.887224,35.410615
8.417811,0.498999,34.866360
7.886736,0.134266,34.259302
7.283876,-0.219139,33.542447
6.420085,-0.621380,32.463402
5.965598,-0.786795,31.869486
5.488528,-0.927815,31.224441
5.049018,-1.029085,30.608188
4.629679,-1.100737,29.997666
4.225051,-1.147185,29.384269
3.824001,-1.171508,28.748450
3.393727,-1.173723,28.028973
2.981807,-1.152679,27.295247
2.713078,-1.126656,26.787244
2.466001,-1.094069,26.295273
2.255022,-1.059596,25.852793
2.066038,-1.023444,25.435802
1.896792,-0.986779,25.042999
1.743720,-0.950077,24.669393
1.604693,-0.913787,24.312579
1.477897,-0.878206,23.970390
1.361902,-0.843557,23.641231
1.255516,-0.810000,23.323795
1.157737,-0.777650,23.017018
1.067705,-0.746582,22.720017
0.984676,-0.716848,22.432045
0.908002,-0.688475,22.152467
0.837109,-0.661475,21.880737
0.771491,-0.635846,21.616385
0.710693,-0.611575,21.359000
0.654312,-0.588644,21.108224
0.601981,-0.567024,20.863742
0.553371,-0.546686,20.625279
0.508184,-0.527594,20.392595
0.466149,-0.509712,20.165478
0.427020,-0.493000,19.943745
0.390573,-0.477419,19.727236
0.356604,-0.462929,19.515817
0.324924,-0.449487,19.309373
0.295365,-0.437054,19.107813
0.267769,-0.425588,18.911064
0.241994,-0.415050,18.719077
0.217910,-0.405399,18.531822
0.195399,-0.396598,18.349293
0.174351,-0.388606,18.171508
0.154670,-0.381388,17.998514
0.136268,-0.374905,17.830385
0.119064,-0.369120,17.667236
0.102992,-0.363998,17.509222
0.087990,-0.359502,17.356556
0.074010,-0.355596,17.209521
0.061016,-0.352245,17.068496
0.048983,-0.349413,16.933995
0.037909,-0.347062,16.806738
0.027818,-0.345157,16.687778
0.018784,-0.343661,16.578780
0.010989,-0.342542,16.482768
0.004961,-0.341795,16.407258
0.000360,-0.341297,16.348884
-0.006046,-0.340714,16.266501
-0.013853,-0.340188,16.164350
-0.022395,-0.339858,16.050371
-0.031369,-0.339811,15.928115
-0.040622,-0.340107,15.799355
-0.050061,-0.340799,15.665195
-0.059625,-0.341932,15.526409
-0.069273,-0.343548,15.383578
-0.078978,-0.345689,15.237154
-0.088723,-0.348392,15.087505
-0.098503,-0.351697,14.934932
-0.108315,-0.355642,14.779690
-0.118167,-0.360266,14.621996
-0.128068,-0.365612,14.462040
-0.138034,-0.371720,14.299989
-0.148086,-0.378637,14.135993
-0.158246,-0.386410,13.970189
-0.168544,-0.395089,13.802707
-0.179010,-0.404729,13.633667
-0.189680,-0.415389,13.463189
-0.200592,-0.427130,13.291390
-0.211788,-0.440021,13.118391
-0.223315,-0.454135,12.944314
-0.235221,-0.469549,12.769291
-0.247559,-0.486348,12.593460
-0.260386,-0.504622,12.416968
-0.273761,-0.524468,12.239976
-0.287747,-0.545988,12.062655
-0.302411,-0.569291,11.885189
-0.317823,-0.594492,11.707775
-0.334055,-0.621714,11.530619
-0.351183,-0.651086,11.353939
-0.369287,-0.682741,11.177958
-0.388448,-0.716822,11.002901
-0.408753,-0.753477,10.828998
-0.430289,-0.792863,10.656470
-0.453148,-0.835145,10.485535
-0.477427,-0.880494,10.316400
-0.503225,-0.929096,10.149258
-0.530649,-0.981144,9.984290
-0.559808,-1.036846,9.821660
-0.590819,-1.096423,9.661519
-0.623805,-1.160110,9.504002
-0.658898,-1.228160,9.349230
-0.696237,-1.300846,9.197316
-0.735971,-1.378459,9.048360
-0.778259,-1.461312,8.902458
-0.823271,-1.549743,8.759703
-0.871191,-1.644117,8.620186
-0.922214,-1.744826,8.484000
-0.976552,-1.852292,8.351245
-1.034433,-1.966972,8.222029
-1.096103,-2.089360,8.096472
-1.161827,-2.219990,7.974711
-1.231895,-2.359440,7.856902
-1.306619,-2.508339,7.743227
-1.386340,-2.667368,7.633896
-1.471430,-2.837273,7.529154
-1.562299,-3.018865,7.429290
-1.659396,-3.213039,7.334641
-1.763218,-3.420776,7.245604
-1.874317,-3.643166,7.162646
-1.993313,-3.881420,7.086320
-2.120903,-4.136898,7.017281
-2.257884,-4.411139,6.956311
-2.405171,-4.705906,6.904347
-2.563835,-5.023243,6.862522
-2.735147,-5.365561,6.832223
-2.920655,-5.735772,6.815167
-3.122289,-6.137489,6.813525
-3.342557,-6.575372,6.830111
-3.584880,-7.055760,6.868716
-3.854297,-7.587962,6.934741
-4.159139,-8.187399,7.036652
-4.516442,-8.885774,7.190344
-4.985545,-9.794757,7.444510
-5.499127,-10.778087,7.786844
-5.918655,-11.570891,8.113813
-6.349366,-12.373878,8.492282
-6.778642,-13.162003,8.911658
-7.216163,-13.951498,9.381745
-7.663579,-14.743093,9.906596
-8.123724,-15.539013,10.492769
-8.599097,-16.340043,11.147835
-9.092878,-17.147027,11.881919
-9.608837,-17.960229,12.708157
-10.153654,-18.782072,13.647561
-10.741699,-19.621783,14.740852
-11.417287,-20.517893,16.102681
-12.322758,-21.584346,18.116605
-12.829679,-22.102331,19.345920
-13.362069,-22.574347,20.723088
-13.838877,-22.924816,22.038236
-14.288029,-23.182126,23.355438
-14.707339,-23.347497,24.662167
-15.100178,-23.424582,25.963506
-15.467066,-23.414677,27.257348
-15.808383,-23.318364,28.542174
-16.123943,-23.135602,29.815423
-16.413243,-22.865850,31.074207
-16.675463,-22.508102,32.315313
-16.909488,-22.060796,33.535341
-17.113738,-21.522020,34.730010
-17.286341,-20.888876,35.895365
-17.424972,-20.156596,37.028143
-17.526490,-19.317295,38.125761
-17.586319,-18.356731,39.187418
-17.596831,-17.244919,40.217608
-17.540780,-15.893940,41.243709
-17.273002,-13.394349,42.633124
-17.095386,-12.296769,43.069048
-16.849227,-11.040262,43.452793
-16.576954,-9.862483,43.706984
-16.274384,-8.723289,43.859193
-15.945304,-7.627688,43.920003
-15.590670,-6.572308,43.898959
-15.211931,-5.557410,43.803499
-14.810132,-4.583076,43.639874
-14.386254,-3.649874,43.413509
-13.941346,-2.758836,43.129338
-13.475994,-1.910275,42.791598
-12.990579,-1.104423,42.403973
-12.485222,-0.341386,41.969583
-11.959690,0.378915,41.490922
-11.413246,1.056796,40.969696
-10.844354,1.692908,40.406515
-10.250113,2.288430,39.800257
-9.624981,2.845519,39.146633
-8.957254,3.368644,38.434230
-8.215024,3.870315,37.628766
-7.153253,4.455607,36.457494
-6.519286,4.737292,35.749535
-5.883546,4.972941,35.033908
-5.310058,5.147770,34.383545
-4.768053,5.282005,33.764448
-4.256304,5.382611,33.175482
-3.769096,5.456059,32.610130
-3.303515,5.506982,32.064885
-2.857112,5.539106,31.536635
-2.426871,5.555514,31.021447
-2.008808,5.558682,30.514016
-1.595672,5.550406,30.004658
-1.164613,5.530871,29.463151
-0.696575,5.498789,28.861119
-0.476335,5.480428,28.571868
-0.242624,5.459116,28.260160
-0.133044,5.448593,28.112176
-0.002917,5.435749,27.934819
0.166101,5.418645,27.701658
0.359086,5.398804,27.431292
0.558933,5.378301,27.146278
0.758778,5.358336,26.855710
0.955630,5.339767,26.563624
1.147972,5.323311,26.272171
1.335010,5.309608,25.982623
1.516359,5.299242,25.695766
1.691889,5.292751,25.412109
1.861638,5.290638,25.131989
2.025763,5.293377,24.855640
2.184504,5.301416,24.583233
2.338163,5.315183,24.314903
2.487091,5.335091,24.050769
2.631680,5.361537,23.790949
2.772352,5.394913,23.535566
2.909554,5.435603,23.284762
3.043760,5.483990,23.038697
3.175461,5.540460,22.797565
3.305173,5.605403,22.561590
3.433425,5.679218,22.331037
3.560770,5.762314,22.106216
3.687777,5.855118,21.887490
3.815038,5.958074,21.675278
3.943165,6.071646,21.470066
4.072793,6.196326,21.272415
4.204584,6.332629,21.082968
4.339230,6.481106,20.902466
4.477452,6.642336,20.731759
4.620011,6.816936,20.571820
4.767707,7.005562,20.423769
4.921389,7.208905,20.288893
5.081960,7.427699,20.168675
5.250383,7.662714,20.064829
5.427694,7.914753,19.979342
5.615004,8.184639,19.914531
5.813510,8.473193,19.873099
6.024485,8.781182,19.858216
6.249260,9.109241,19.873594
6.489157,9.457702,19.923546
6.745344,9.826303,20.012975
7.018542,10.213697,20.147179
7.308521,10.616707,20.331283
7.613439,11.029504,20.569114
7.929373,11.443305,20.861697
8.249981,11.846557,21.205470
8.569177,12.228997,21.594088
8.882533,12.583452,22.020714
9.187099,12.905348,22.478962
9.481145,13.192080,22.963505
9.763659,13.442165,23.469943
10.034008,13.654712,23.994597
10.291726,13.829097,24.534286
10.536402,13.964798,25.086165
10.767614,14.061314,25.647609
10.984897,14.118106,26.216146
11.187719,14.134574,26.789401
11.375467,14.110019,27.365077
11.547429,14.043599,27.940940
11.702772,13.934258,28.514834
11.840383,13.780766,29.084176
11.959071,13.581381,29.646947
12.057360,13.333474,30.201502
12.133276,13.032768,30.746850
12.183932,12.671415,31.283613
12.204293,12.231760,31.817480
12.180566,11.647918,32.382802
12.102007,10.999045,32.868119
12.007282,10.484916,33.167237
11.885903,9.967266,33.402930
11.746550,9.471674,33.572712
11.588988,8.987458,33.689064
11.415318,8.516513,33.756871
11.226551,8.058563,33.780346
11.023779,7.614375,33.762617
10.807895,7.184667,33.706220
10.579719,6.770252,33.613249
10.340170,6.372231,33.485562
10.089914,5.991318,33.324670
9.829545,5.628200,33.131799
9.559576,5.283524,32.907882
9.280432,4.957906,32.653540
8.992433,4.651933,32.369023
8.695755,4.366182,32.054122
8.390383,4.101241,31.708021
8.076021,3.857749,31.329051
7.751942,3.636462,30.914273
7.416725,3.438372,30.458724
7.067764,3.264955,29.953996
6.700460,3.118791,29.385526
6.308249,3.005416,28.729545
5.900751,2.938333,27.981767
5.559598,2.927937,27.287716
5.296266,2.954695,26.694359
5.078805,3.005853,26.152269
4.898134,3.074665,25.652153
4.746300,3.157751,25.182450
4.618821,3.252928,24.737373
4.512471,3.358974,24.312435
4.425013,3.475199,23.904541
4.354841,3.601334,23.511344
4.300815,3.737440,23.131062
4.262170,3.883849,22.762362
4.238456,4.041070,22.404432
4.229464,4.210012,22.056412
4.235277,4.391917,21.717663
4.256292,4.588440,21.387740
4.293280,4.801773,21.066375
4.347501,5.034864,20.753480
4.420915,5.291803,20.449139
4.516593,5.578568,20.153601
4.639648,5.904701,19.867179
4.799819,6.288045,19.589738
5.023136,6.776551,19.316850
5.393661,7.518043,19.050199
5.668796,8.032962,18.956117
5.999185,8.622834,18.930467
6.367173,9.250500,18.993146
6.783077,9.927963,19.161204
7.236903,10.631556,19.446961
7.680783,11.284311,19.819717
8.099070,11.866258,20.249969
8.490680,12.379924,20.719892
8.859024,12.833119,21.220573
9.207088,13.231941,21.746529
9.537125,13.580705,22.294036
9.850622,13.882213,22.860092
10.148517,14.138245,23.442091
10.431345,14.349866,24.037617
10.699342,14.517645,24.644361
10.952516,14.641803,25.260065
11.190695,14.722297,25.882498
11.413554,14.758874,26.509439
11.620634,14.751098,27.138672
11.811340,14.698344,27.767990
11.984943,14.599764,28.395207
12.140535,14.454229,29.018123
12.276905,14.260378,29.634092
12.392741,14.016115,30.241210
12.486347,13.718172,30.837974
12.555382,13.360997,31.423785
12.596247,12.933811,32.000441
12.602018,12.409580,32.578293
12.543941,11.631780,33.246184
12.456879,11.038507,33.638684
12.340560,10.456828,33.942717
12.203483,9.903215,34.166275
12.046144,9.363988,34.327201
11.870856,8.839965,34.432531
11.678823,8.330329,34.487880
11.471258,7.835612,34.497270
11.249152,7.356418,34.463897
11.013390,6.893512,34.390368
10.764833,6.447811,34.278890
10.504311,6.020268,34.131389
10.232445,5.611560,33.949431
9.949768,5.222321,33.734270
9.656711,4.853140,33.486831
9.353581,4.504553,33.207668
9.040524,4.177055,32.896881
8.717458,3.871100,32.553972
8.383964,3.587121,32.177602
8.039079,3.325540,31.765151
7.680886,3.086795,31.311852
7.305579,2.871354,30.808874
6.904840,2.679672,30.238088
6.455036,2.511609,29.551129
5.698766,2.346414,28.258729
5.259639,2.326551,27.400290
4.977443,2.349777,26.788234
4.739021,2.396650,26.220524
4.543889,2.458461,25.709358
4.377934,2.532677,25.229654
4.236825,2.616818,24.776760
4.116603,2.709767,24.344643
4.014785,2.810733,23.929933
3.929502,2.919339,23.529910
3.859394,3.035467,23.142554
3.803456,3.159229,22.766260
3.760980,3.290924,22.399798
3.731500,3.430988,22.042314
3.714737,3.580141,21.692910
3.710631,3.739345,21.350837
3.719350,3.909848,21.015470
3.741321,4.093262,20.686274
3.777293,4.291696,20.362785
3.828445,4.507963,20.044563
3.896589,4.745972,19.731133
3.984570,5.011488,19.421821
4.097203,5.313902,19.115316
4.244050,5.671610,18.808031
4.454389,6.141467,18.483213
4.732648,6.717134,18.189407
4.976942,7.194915,18.020591
5.253866,7.714637,17.904877
5.560939,8.270054,17.851845
5.912783,8.884486,17.871314
6.338697,9.601213,17.991573
6.951582,10.584932,18.323209
8.055583,12.214016,19.325749
8.384758,12.660922,19.717449
8.863438,13.274560,20.361058
9.252242,13.737956,20.948923
9.629901,14.154179,21.577354
9.979724,14.506089,22.212138
10.311206,14.805603,22.863180
10.624208,15.053693,23.525536
10.920210,15.252435,24.198443
11.199569,15.402613,24.879696
11.462477,15.504643,25.567346
11.708834,15.558569,26.259261
11.938353,15.564169,26.953273
12.150569,15.520986,27.647163
12.344858,15.428325,28.338687
12.520425,15.285205,29.025612
12.676212,15.090360,29.705426
12.810928,14.842099,30.375614
12.923058,14.537759,31.034298
13.010589,14.173047,31.680159
13.070634,13.740330,32.313218
13.098447,13.223660,32.937356
13.083371,12.575743,33.573221
12.966706,11.508217,34.361074
12.864262,10.931477,34.680450
12.722251,10.294002,34.959980
12.561296,9.691031,35.159437
12.379453,9.102175,35.296899
