SunX,SunY,PlanetX,PlanetY,zComp
0.007589,-0.062728,201438946.922533,-1650706382.803417,0
0.007637,-0.063122,201446942.148122,-1650705455.547417,0
0.007685,-0.063520,201454987.024354,-1650704522.493517,0
0.007734,-0.063922,201463082.011417,-1650703583.587606,0
0.007783,-0.064327,201471227.575104,-1650702638.774905,0
0.007833,-0.064736,201479424.186914,-1650701687.999965,0
0.007883,-0.065149,201487672.324148,-1650700731.206646,0
0.007934,-0.065566,201495972.470004,-1650699768.338109,0
0.007985,-0.065987,201504325.113677,-1650698799.336806,0
0.008036,-0.066412,201512730.750454,-1650697824.144467,0
0.008088,-0.066841,201521189.881817,-1650696842.702088,0
0.008141,-0.067275,201529703.015540,-1650695854.949918,0
0.008194,-0.067712,201538270.665787,-1650694860.827449,0
0.008247,-0.068154,201546893.353223,-1650693860.273403,0
0.008301,-0.068600,201555571.605108,-1650692853.225721,0
0.008356,-0.069050,201564305.955412,-1650691839.621546,0
0.008411,-0.069505,201573096.944915,-1650690819.397216,0
0.008467,-0.069964,201581945.121322,-1650689792.488245,0
0.008523,-0.070428,201590851.039369,-1650688758.829315,0
0.008580,-0.070896,201599815.260941,-1650687718.354260,0
0.008637,-0.071369,201608838.355184,-1650686670.996052,0
0.008695,-0.071847,201617920.898624,-1650685616.686787,0
0.008754,-0.072329,201627063.475287,-1650684555.357672,0
0.008813,-0.072816,201636266.676817,-1650683486.939007,0
0.008873,-0.073309,201645531.102608,-1650682411.360177,0
0.008933,-0.073806,201654857.359921,-1650681328.549630,0
0.008994,-0.074308,201664246.064023,-1650680238.434863,0
0.009055,-0.074815,201673697.838310,-1650679140.942409,0
0.009117,-0.075327,201683213.314444,-1650678035.997820,0
0.009180,-0.075845,201692793.132495,-1650676923.525647,0
0.009244,-0.076368,201702437.941071,-1650675803.449430,0
0.009308,-0.076896,201712148.397468,-1650674675.691674,0
0.009373,-0.077430,201721925.167810,-1650673540.173837,0
0.009438,-0.077969,201731768.927203,-1650672396.816308,0
0.009504,-0.078514,201741680.359878,-1650671245.538392,0
0.009571,-0.079065,201751660.159352,-1650670086.258293,0
0.009638,-0.079621,201761709.028579,-1650668918.893088,0
0.009707,-0.080183,201771827.680118,-1650667743.358717,0
0.009776,-0.080751,201782016.836288,-1650666559.569957,0
0.009845,-0.081325,201792277.229339,-1650665367.440403,0
0.009916,-0.081905,201802609.601626,-1650664166.882451,0
0.009987,-0.082492,201813014.705773,-1650662957.807272,0
0.010059,-0.083084,201823493.304862,-1650661740.124795,0
0.010131,-0.083683,201834046.172603,-1650660513.743683,0
0.010205,-0.084288,201844674.093527,-1650659278.571314,0
0.010279,-0.084900,201855377.863171,-1650658034.513753,0
0.010354,-0.085519,201866158.288271,-1650656781.475732,0
0.010430,-0.086144,201877016.186959,-1650655519.360629,0
0.010507,-0.086776,201887952.388962,-1650654248.070437,0
0.010584,-0.087415,201898967.735810,-1650652967.505747,0
0.010663,-0.088061,201910063.081043,-1650651677.565718,0
0.010742,-0.088714,201921239.290426,-1650650378.148052,0
0.010822,-0.089374,201932497.242165,-1650649069.148970,0
0.010903,-0.090041,201943837.827134,-1650647750.463182,0
0.010985,-0.090716,201955261.949099,-1650646421.983864,0
0.011068,-0.091399,201966770.524953,-1650645083.602624,0
0.011152,-0.092089,201978364.484952,-1650643735.209479,0
0.011237,-0.092787,201990044.772959,-1650642376.692823,0
0.011322,-0.093493,202001812.346692,-1650641007.939396,0
0.011409,-0.094207,202013668.177979,-1650639628.834259,0
0.011497,-0.094929,202025613.253012,-1650638239.260756,0
0.011585,-0.095659,202037648.572618,-1650636839.100485,0
0.011675,-0.096397,202049775.152527,-1650635428.233268,0
0.011766,-0.097144,202061994.023648,-1650634006.537113,0
0.011857,-0.097900,202074306.232354,-1650632573.888182,0
0.011950,-0.098664,202086712.840768,-1650631130.160759,0
0.012044,-0.099438,202099214.927060,-1650629675.227209,0
0.012139,-0.100220,202111813.585753,-1650628208.957946,0
0.012235,-0.101011,202124509.928026,-1650626731.221393,0
0.012333,-0.101812,202137305.082033,-1650625241.883945,0
0.012431,-0.102623,202150200.193227,-1650623740.809932,0
0.012531,-0.103442,202163196.424690,-1650622227.861574,0
0.012631,-0.104272,202176294.957472,-1650620702.898946,0
0.012733,-0.105112,202189496.990933,-1650619165.779931,0
0.012837,-0.105961,202202803.743102,-1650617616.360184,0
0.012941,-0.106821,202216216.451040,-1650616054.493079,0
0.013047,-0.107691,202229736.371203,-1650614480.029672,0
0.013154,-0.108572,202243364.779829,-1650612892.818655,0
0.013262,-0.109463,202257102.973324,-1650611292.706302,0
0.013372,-0.110366,202270952.268657,-1650609679.536428,0
0.013483,-0.111279,202284914.003770,-1650608053.150339,0
0.013595,-0.112204,202298989.537991,-1650606413.386778,0
0.013709,-0.113140,202313180.252461,-1650604760.081878,0
0.013824,-0.114088,202327487.550575,-1650603093.069104,0
0.013941,-0.115048,202341912.858422,-1650601412.179205,0
0.014059,-0.116019,202356457.625246,-1650599717.240154,0
0.014178,-0.117003,202371123.323913,-1650598008.077094,0
0.014299,-0.117999,202385911.451396,-1650596284.512277,0
0.014422,-0.119008,202400823.529258,-1650594546.365009,0
0.014546,-0.120030,202415861.104165,-1650592793.451584,0
0.014672,-0.121065,202431025.748393,-1650591025.585226,0
0.014799,-0.122113,202446319.060366,-1650589242.576021,0
0.014928,-0.123175,202461742.665190,-1650587444.230853,0
0.015059,-0.124250,202477298.215212,-1650585630.353339,0
0.015192,-0.125339,202492987.390589,-1650583800.743756,0
0.015326,-0.126443,202508811.899871,-1650581955.198972,0
0.015462,-0.127561,202524773.480598,-1650580093.512376,0
0.015599,-0.128693,202540873.899916,-1650578215.473798,0
0.015739,-0.129841,202557114.955201,-1650576320.869438,0
0.015880,-0.131004,202573498.474708,-1650574409.481785,0
0.016024,-0.132182,202590026.318230,-1650572481.089538,0
0.016169,-0.133376,202606700.377778,-1650570535.467523,0
0.016316,-0.134586,202623522.578272,-1650568572.386607,0
0.016465,-0.135813,202640494.878260,-1650566591.613615,0
0.016616,-0.137056,202657619.270646,-1650564592.911237,0
0.016770,-0.138316,202674897.783444,-1650562576.037941,0
0.016925,-0.139594,202692332.480548,-1650560540.747875,0
0.017083,-0.140888,202709925.462519,-1650558486.790773,0
0.017242,-0.142201,202727678.867405,-1650556413.911855,0
0.017404,-0.143532,202745594.871568,-1650554321.851728,0
0.017568,-0.144882,202763675.690540,-1650552210.346280,0
0.017735,-0.146250,202781923.579907,-1650550079.126571,0
0.017904,-0.147637,202800340.836204,-1650547927.918727,0
0.018075,-0.149045,202818929.797848,-1650545756.443827,0
0.018248,-0.150472,202837692.846084,-1650543564.417782,0
0.018425,-0.151919,202856632.405968,-1650541351.551220,0
0.018603,-0.153387,202875750.947365,-1650539117.549365,0
0.018784,-0.154876,202895050.985989,-1650536862.111906,0
0.018968,-0.156387,202914535.084454,-1650534584.932872,0
0.019155,-0.157920,202934205.853371,-1650532285.700496,0
0.019344,-0.159475,202954065.952464,-1650529964.097081,0
0.019536,-0.161053,202974118.091724,-1650527619.798858,0
0.019731,-0.162653,202994365.032591,-1650525252.475839,0
0.019929,-0.164278,203014809.589170,-1650522861.791673,0
0.020129,-0.165927,203035454.629485,-1650520447.403489,0
0.020333,-0.167600,203056303.076764,-1650518008.961741,0
0.020540,-0.169299,203077357.910764,-1650515546.110045,0
0.020750,-0.171023,203098622.169133,-1650513058.485010,0
0.020963,-0.172773,203120098.948810,-1650510545.716073,0
0.021179,-0.174549,203141791.407469,-1650508007.425314,0
0.021399,-0.176353,203163702.765001,-1650505443.227281,0
0.021622,-0.178185,203185836.305041,-1650502852.728798,0
0.021849,-0.180045,203208195.376542,-1650500235.528777,0
0.022079,-0.181933,203230783.395392,-1650497591.218015,0
0.022312,-0.183852,203253603.846082,-1650494919.378991,0
0.022549,-0.185800,203276660.283419,-1650492219.585656,0
0.022791,-0.187779,203299956.334300,-1650489491.403217,0
0.023035,-0.189789,203323495.699525,-1650486734.387909,0
0.023284,-0.191831,203347282.155682,-1650483948.086771,0
0.023537,-0.193906,203371319.557069,-1650481132.037400,0
0.023794,-0.196014,203395611.837699,-1650478285.767715,0
0.024055,-0.198156,203420163.013342,-1650475408.795698,0
0.024320,-0.200333,203444977.183648,-1650472500.629134,0
0.024590,-0.202546,203470058.534326,-1650469560.765347,0
0.024864,-0.204795,203495411.339399,-1650466588.690918,0
0.025143,-0.207080,203521039.963518,-1650463583.881399,0
0.025426,-0.209404,203546948.864360,-1650460545.801023,0
0.025714,-0.211767,203573142.595096,-1650457473.902394,0
0.026007,-0.214169,203599625.806941,-1650454367.626174,0
0.026304,-0.216612,203626403.251779,-1650451226.400759,0
0.026607,-0.219096,203653479.784881,-1650448049.641947,0
0.026915,-0.221622,203680860.367703,-1650444836.752584,0
0.027229,-0.224191,203708550.070782,-1650441587.122215,0
0.027547,-0.226805,203736554.076717,-1650438300.126710,0
0.027872,-0.229464,203764877.683259,-1650434975.127884,0
0.028202,-0.232169,203793526.306494,-1650431611.473100,0
0.028537,-0.234922,203822505.484135,-1650428208.494866,0
0.028879,-0.237723,203851820.878923,-1650424765.510409,0
0.029227,-0.240574,203881478.282143,-1650421281.821245,0
0.029581,-0.243475,203911483.617256,-1650417756.712721,0
0.029941,-0.246428,203941842.943659,-1650414189.453556,0
0.030308,-0.249435,203972562.460564,-1650410579.295353,0
0.030682,-0.252496,204003648.511017,-1650406925.472106,0
0.031062,-0.255612,204035107.586056,-1650403227.199679,0
0.031449,-0.258786,204066946.329006,-1650399483.675274,0
0.031844,-0.262018,204099171.539930,-1650395694.076876,0
0.032246,-0.265310,204131790.180232,-1650391857.562683,0
0.032655,-0.268664,204164809.377424,-1650387973.270509,0
0.033072,-0.272080,204198236.430058,-1650384040.317173,0
0.033497,-0.275561,204232078.812839,-1650380057.797859,0
0.033930,-0.279108,204266344.181915,-1650376024.785456,0
0.034372,-0.282722,204301040.380363,-1650371940.329879,0
0.034822,-0.286406,204336175.443866,-1650367803.457353,0
0.035280,-0.290161,204371757.606608,-1650363613.169680,0
0.035748,-0.293989,204407795.307371,-1650359368.443479,0
0.036225,-0.297892,204444297.195864,-1650355068.229389,0
0.036711,-0.301872,204481272.139292,-1650350711.451254,0
0.037207,-0.305931,204518729.229154,-1650346297.005266,0
0.037713,-0.310070,204556677.788312,-1650341823.759083,0
0.038229,-0.314293,204595127.378315,-1650337290.550908,0
0.038755,-0.318601,204634087.807008,-1650332696.188538,0
0.039293,-0.322996,204673569.136424,-1650328039.448371,0
0.039841,-0.327482,204713581.690988,-1650323319.074376,0
0.040401,-0.332059,204754136.066028,-1650318533.777025,0
0.040972,-0.336732,204795243.136624,-1650313682.232177,0
0.041555,-0.341501,204836914.066800,-1650308763.079925,0
0.042151,-0.346371,204879160.319077,-1650303774.923391,0
0.042759,-0.351344,204921993.664403,-1650298716.327475,0
0.043380,-0.356423,204965426.192485,-1650293585.817552,0
0.044015,-0.361610,205009470.322524,-1650288381.878120,0
0.044663,-0.366909,205054138.814393,-1650283102.951385,0
0.045326,-0.372323,205099444.780261,-1650277747.435792,0
0.046003,-0.377856,205145401.696703,-1650272313.684498,0
0.046695,-0.383510,205192023.417289,-1650266800.003776,0
0.047402,-0.389289,205239324.185715,-1650261204.651351,0
0.048126,-0.395198,205287318.649468,-1650255525.834672,0
0.048865,-0.401239,205336021.874062,-1650249761.709101,0
0.049622,-0.407417,205385449.357889,-1650243910.376033,0
0.050396,-0.413735,205435617.047684,-1650237969.880930,0
0.051187,-0.420199,205486541.354663,-1650231938.211269,0
0.051998,-0.426812,205538239.171349,-1650225813.294397,0
0.052827,-0.433579,205590727.889137,-1650219592.995304,0
0.053675,-0.440505,205644025.416609,-1650213275.114279,0
0.054544,-0.447595,205698150.198675,-1650206857.384474,0
0.055434,-0.454853,205753121.236541,-1650200337.469351,0
0.056345,-0.462286,205808958.108585,-1650193712.960021,0
0.057278,-0.469898,205865680.992151,-1650186981.372447,0
0.058234,-0.477695,205923310.686348,-1650180140.144535,0
0.059214,-0.485684,205981868.635869,-1650173186.633075,0
0.060218,-0.493871,206041376.955916,-1650166118.110549,0
0.061247,-0.502261,206101858.458264,-1650158931.761782,0
0.062303,-0.510862,206163336.678547,-1650151624.680438,0
0.063385,-0.519681,206225835.904819,-1650144193.865347,0
0.064495,-0.528725,206289381.207458,-1650136636.216651,0
0.065633,-0.538001,206353998.470501,-1650128948.531770,0
0.066802,-0.547518,206419714.424474,-1650121127.501165,0
0.068001,-0.557284,206486556.680807,-1650113169.703892,0
0.069232,-0.567307,206554553.767926,-1650105071.602937,0
0.070496,-0.577596,206623735.169108,-1650096829.540318,0
0.071794,-0.588161,206694131.362211,-1650088439.731934,0
0.073127,-0.599012,206765773.861381,-1650079898.262158,0
0.074497,-0.610158,206838695.260841,-1650071201.078149,0
0.075904,-0.621610,206912929.280908,-1650062343.983868,0
0.077351,-0.633379,206988510.816344,-1650053322.633789,0
0.078839,-0.645478,207065475.987191,-1650044132.526268,0
0.080369,-0.657917,207143862.192243,-1650034768.996569,0
0.081943,-0.670710,207223708.165301,-1650025227.209516,0
0.083562,-0.683871,207305054.034397,-1650015502.151742,0
0.085228,-0.697412,207387941.384145,-1650005588.623524,0
0.086944,-0.711348,207472413.321444,-1649995481.230169,0
0.088710,-0.725696,207558514.544708,-1649985174.372915,0
0.090530,-0.740470,207646291.416877,-1649974662.239338,0
0.092404,-0.755688,207735792.042415,-1649963938.793204,0
0.094336,-0.771367,207827066.348580,-1649952997.763756,0
0.096327,-0.787525,207920166.171225,-1649941832.634382,0
0.098380,-0.804182,208015145.345423,-1649930436.630627,0
0.100497,-0.821358,208112059.801239,-1649918802.707506,0
0.102682,-0.839075,208210967.664990,-1649906923.536073,0
0.104937,-0.857355,208311929.366353,-1649894791.489186,0
0.107264,-0.876221,208415007.751711,-1649882398.626426,0
0.109668,-0.895699,208520268.204178,-1649869736.678092,0
0.112151,-0.915814,208627778.770741,-1649856797.028228,0
0.114717,-0.936594,208737610.297020,-1649843570.696598,0
0.117369,-0.958069,208849836.570174,-1649830048.319538,0
0.120112,-0.980267,208964534.470535,-1649816220.129602,0
0.122949,-1.003223,209081784.132577,-1649802075.933923,0
0.125884,-1.026969,209201669.115899,-1649787605.091171,0
0.128923,-1.051542,209324276.586939,-1649772796.487034,0
0.132069,-1.076980,209449697.512217,-1649757638.508084,0
0.135328,-1.103323,209578026.863942,-1649742119.013919,0
0.138706,-1.130612,209709363.838915,-1649726225.307440,0
0.142208,-1.158894,209843812.091721,-1649709944.103131,0
0.145839,-1.188215,209981479.983302,-1649693261.493163,0
0.149607,-1.218625,210122480.846095,-1649676162.911174,0
0.153518,-1.250179,210266933.267002,-1649658633.093520,0
0.157579,-1.282933,210414961.389614,-1649640656.037795,0
0.161797,-1.316946,210566695.237189,-1649622214.958404,0
0.166182,-1.352283,210722271.058056,-1649603292.238937,0
0.170741,-1.389012,210881831.695263,-1649583869.381074,0
0.175483,-1.427203,211045526.982427,-1649563926.949739,0
0.180419,-1.466935,211213514.167976,-1649543444.514156,0
0.185559,-1.508289,211385958.370122,-1649522400.584488,0
0.190913,-1.551352,211563033.065189,-1649500772.543636,0
0.196493,-1.596216,211744920.612107,-1649478536.573785,0
0.202313,-1.642982,211931812.816217,-1649455667.577231,0
0.208386,-1.691755,212123911.535799,-1649432139.090953,0
0.214725,-1.742648,212321429.335090,-1649407923.194365,0
0.221347,-1.795782,212524590.187948,-1649382990.409612,0
0.228268,-1.851288,212733630.236722,-1649357309.593709,0
0.235506,-1.909303,212948798.611367,-1649330847.821729,0
0.243079,-1.969978,213170358.314379,-1649303570.260202,0
0.251009,-2.033472,213398587.177679,-1649275440.029743,0
0.259317,-2.099958,213633778.898280,-1649246418.055850,0
0.268027,-2.169621,213876244.160258,-1649216462.906693,0
0.277165,-2.242659,214126311.851400,-1649185530.616548,0
0.286758,-2.319288,214384330.383821,-1649153574.493421,0
0.296836,-2.399739,214650669.128885,-1649120544.909191,0
0.307432,-2.484263,214925719.977927,-1649086389.070431,0
0.318579,-2.573129,215209899.041613,-1649051050.767824,0
0.330316,-2.666631,215503648.502239,-1649014470.101850,0
0.342684,-2.765086,215807438.635000,-1648976583.182115,0
0.355727,-2.868838,216121770.016116,-1648937321.797375,0
0.369494,-2.978259,216447175.937936,-1648896613.052919,0
0.384037,-3.093757,216784225.053532,-1648854378.971545,0
0.399414,-3.215773,217133524.276170,-1648810536.053869,0
0.415686,-3.344790,217495721.962182,-1648764994.793122,0
0.432924,-3.481332,217871511.409454,-1648717659.138952,0
0.451202,-3.625976,218261634.707891,-1648668425.903970,0
0.470601,-3.779349,218666886.983009,-1648617184.105907,0
0.491213,-3.942141,219088121.079318,-1648563814.237239,0
0.513135,-4.115110,219526252.736418,-1648508187.452931,0
0.536479,-4.299087,219982266.318071,-1648450164.665616,0
0.561363,-4.494987,220457221.162856,-1648389595.535868,0
0.587921,-4.703822,220952258.634754,-1648326317.343408,0
0.616301,-4.926705,221468609.963274,-1648260153.722830,0
0.646666,-5.164874,222007604.975803,-1648190913.244885,0
0.679197,-5.419695,222570681.840099,-1648118387.821304,0
0.714097,-5.692688,223159397.952622,-1648042350.907529,0
0.751590,-5.985545,223775442.129173,-1647962555.473486,0
0.791929,-6.300151,224420648.278697,-1647878731.707439,0
0.835395,-6.638611,225097010.769700,-1647790584.411937,0
0.882306,-7.003284,225806701.732507,-1647697790.043665,0
0.933017,-7.396814,226552090.580384,-1647599993.340323,0
0.987930,-7.822174,227335766.079740,-1647496803.467284,0
1.047499,-8.282717,228160561.355644,-1647387789.604165,0
1.112239,-8.782228,229029582.285576,-1647272475.876271,0
1.182735,-9.324997,229946239.813994,-1647150335.517309,0
1.259653,-9.915893,230914286.815691,-1647020784.127209,0
1.343757,-10.560461,231937860.250524,-1646883171.861175,0
1.435918,-11.265031,233021529.490242,-1646736774.352041,0
1.537143,-12.036856,234170351.865126,-1646580782.125939,0
1.648589,-12.884261,235389936.680808,-1646414288.219048,0
1.771601,-13.816845,236686519.202287,-1646236273.638131,0
1.907736,-14.845702,238067046.403569,-1646045590.226046,0
2.058814,-15.983702,239539276.650927,-1645840940.390843,0
2.226966,-17.245831,241111895.942841,-1645620853.027272,0
2.414693,-18.649600,242794653.891973,-1645383654.794489,0
2.624954,-20.215553,244598523.332512,-1645127435.702647,0
2.861255,-21.967895,246535888.306075,-1644850007.689549,0
3.127776,-23.935257,248620766.268322,-1644548854.517061,0
3.429521,-26.151667,250869071.728027,-1644221070.859313,0
3.772519,-28.657754,253298930.260975,-1643863287.854517,0
4.164065,-31.502266,255931054.038953,-1643471581.599833,0
4.613046,-34.744000,258789192.819637,-1643041360.014882,0
5.130352,-38.454258,261900677.943892,-1642567222.087024,0
5.729413,-42.720003,265297081.533929,-1642042781.603349,0
6.426911,-47.647937,269015019.118175,-1641460444.874351,0
7.243717,-53.369822,273097131.787353,-1640811128.380185,0
8.206149,-60.049452,277593294.341646,-1640083897.310889,0
9.347673,-67.891890,282562109.589932,-1639265499.021632,0
10.711221,-77.155797,288072767.215123,-1638339755.581401,0
12.352398,-88.170040,294207370.112010,-1637286765.500213,0
14.343954,-101.356282,301063864.213575,-1636081844.302508,0
16.782123,-117.260025,308759752.925103,-1634694103.665752,0
19.795701,-136.593739,317436839.212001,-1633084524.331010,0
23.559265,-160.297470,327267324.090441,-1631203310.899561,0
28.312706,-189.625071,338461709.816679,-1628986213.978678,0
34.390606,-226.268539,351279124.088640,-1626349345.558614,0
42.267203,-272.539828,366040919.320364,-1623181761.148929,0
52.626649,-331.640804,383148739.247517,-1619334675.783057,0
66.475140,-408.070732,403108727.441390,-1614605513.504380,0
85.324232,-508.252366,426564238.505315,-1608713870.357418,0
111.498385,-641.512669,454340377.592643,-1601264550.103804,0
148.665938,-821.651525,487505009.838615,-1591689455.556588,0
202.785345,-1069.508802,527452548.188799,-1579154027.317457,0
283.851696,-1417.270511,576018542.863667,-1562402624.129846,0
409.249144,-1915.888997,635633542.725466,-1539495663.202118,0
610.474326,-2648.244423,709519389.744986,-1507348873.424963,0
947.302673,-3753.215466,801905706.994570,-1460898934.600205,0
1539.351041,-5471.094080,918153369.879433,-1391540885.900175,0
2641.009095,-8231.757689,1064367516.209009,-1284107259.035059,0
4832.710536,-12828.929374,1245064673.589461,-1110901503.701654,0
9551.449850,-20758.195206,1453935013.462857,-820114547.194980,0
20707.949119,-34770.808796,1639913719.314840,-317096171.678243,0
50138.742137,-58818.207741,1582356488.471372,534932623.601946,0
125752.599474,-85296.636876,634953376.303264,1555745304.470997,0
246049.972898,-65922.112252,-1140298730.438544,1209517935.594905,0
328741.868829,10445.239183,-1094897627.495442,-1158330358.203081,0
369380.189647,-1785.668217,525379895.912492,-626463824.096173,0
644383.324295,-247509.607845,-4035226677.796700,7170898799.185312,0
1834419.988480,-1229291.611225,-23465275991.182869,39941816140.030602,0
