SunX,SunY,PlanetX,PlanetY
11454.222396,-23513.678403,1506179531.158508,-723210369.300632
12330.571105,-24718.929488,1526319456.756806,-679982902.652856
13246.797615,-25941.945878,1545209403.427853,-636198754.351922
14203.386974,-27181.580106,1562834167.164857,-591893887.613829
15200.791534,-28436.671792,1579179568.905728,-547104668.931115
16239.430624,-29706.048559,1594232464.717896,-501867839.507990
17319.690248,-30988.526954,1607980755.217256,-456220486.483780
18441.922808,-32282.913371,1620413394.218857,-410200013.962584
19606.446859,-33588.004987,1631520396.617312,-363844113.866777
20813.546874,-34902.590700,1641292845.495188,-317190736.631769
22063.473048,-36225.452068,1649722898.457911,-270278061.759163
23356.441117,-37555.364261,1656803793.193957,-223144468.245264
24692.632207,-38891.097009,1662529852.259350,-175828504.901680
26072.192706,-40231.415555,1666896487.085655,-128368860.584582
27495.234162,-41575.081612,1669900201.210843,-80804334.349048
28961.833201,-42920.854322,1671538592.732589,-33173805.544786
30472.031479,-44267.491213,1671810355.983675,14483796.130559
32025.835647,-45613.749161,1670715282.429335,62129520.604370
33623.217354,-46958.385351,1668254260.786510,109724427.412191
35264.113262,-48300.158236,1664429276.365077,157229615.674919
36948.425096,-49637.828499,1659243409.631288,204606254.053922
38676.019712,-50970.160006,1652700833.993740,251815610.667891
40446.729196,-52295.920771,1644806812.812367,298819082.955156
42260.350978,-53613.883899,1635567695.631059,345578227.465075
44116.647984,-54922.828550,1624990913.634708,392054789.561962
46015.348799,-56221.540874,1613084974.331612,438210733.024883
47956.147869,-57508.814962,1599859455.462394,484008269.526443
49938.705711,-58783.453786,1585324998.136792,529409887.973509
51962.649164,-60044.270125,1569493299.199909,574378383.692589
54027.571653,-61290.087501,1552377102.829775,618876887.442366
56133.033484,-62519.741096,1533990191.368355,662868894.235676
58278.562157,-63732.078667,1514347375.388461,706318291.952938
60463.652712,-64925.961455,1493464482.999346,749189389.728867
62687.768092,-66100.265083,1471358348.394128,791446946.094005
64950.339531,-67253.880445,1448046799.642613,833056196.852433
67250.766972,-68385.714588,1423548645.733460,873982882.676765
69588.419496,-69494.691583,1397883662.870115,914193276.401335
71962.635794,-70579.753385,1371072580.025394,953654209.994291
74372.724642,-71639.860684,1343137063.760103,992333101.189143
76817.965412,-72673.993737,1314099702.311570,1030197979.756132
79297.608602,-73681.153202,1283983988.958547,1067217513.393671
81810.876394,-74660.360940,1252814304.669443,1103361033.220000
84356.963221,-75610.660819,1220615900.041452,1138598558.845089
86935.036376,-76531.119500,1187414876.538715,1172900823.002783
89544.236624,-77420.827199,1153238167.038237,1206239295.723146
92183.678851,-78278.898445,1118113515.692892,1238586208.024939
94852.452722,-79104.472818,1082069457.121452,1269914575.108217
97549.623370,-79896.715666,1045135294.936194,1300198219.027058
100274.232103,-80654.818812,1007341079.619243,1329411790.822521
103025.297124,-81378.001234,968717585.759420,1357530792.096037
105801.814285,-82065.509735,929296288.661992,1384531596.003584
108602.757847,-82716.619591,889109340.344309,1410391467.651110
111427.081267,-83330.635172,848189544.930918,1435088583.871907
114273.718002,-83906.890558,806570333.462349,1458602052.366799
117141.582330,-84444.750115,764285738.132351,1480911930.188261
120029.570191,-84943.609067,721370365.968933,1501999241.549818
122936.560044,-85402.894033,677859371.975140,1521845994.942346
125861.413736,-85822.063547,633788431.746071,1540435199.539198
128802.977400,-86200.608558,589193713.579176,1557750880.872348
131760.082352,-86538.052897,544111850.095462,1573778095.762098
134731.546018,-86833.953728,498579909.389725,1588502946.483224
137716.172865,-87087.901971,452635365.728539,1601912594.150763
140712.755349,-87299.522699,406316069.815181,1613995271.309038
143720.074881,-87468.475510,359660218.641289,1624740293.707901
146736.902798,-87594.454873,312706324.945518,1634138071.250531
149762.001348,-87677.190451,265493186.300015,1642180118.097601
152794.124693,-87716.447384,218059853.846081,1648859061.912984
155832.019910,-87712.026565,170445600.700884,1654168652.236696
158874.428014,-87663.764866,122689890.057673,1658103767.971170
161920.084983,-87571.535353,74832343.002443,1660660423.967496
164967.722791,-87435.247462,26912706.070589,1661835776.698746
168016.070454,-87254.847149,-21029181.432383,1661628129.008066
171063.855078,-87030.317013,-68953420.321446,1660036933.919768
174109.802911,-86761.676384,-116820084.608726,1657062797.502262
177152.640411,-86448.981384,-164589254.740484,1652707480.772300
180191.095301,-86092.324958,-212221050.968033,1646973900.630683
183223.897645,-85691.836871,-259675666.825637,1639866129.820276
186249.780915,-85247.683680,-306913402.687864,1631389395.897936
189267.483063,-84760.068666,-353894699.378270,1621550079.212758
192275.747595,-84229.231743,-400580171.800707,1610355709.883857
195273.324644,-83655.449329,-446930642.563987,1597814963.771835
198258.972040,-83039.034188,-492907175.570067,1583937657.438970
201231.456379,-82380.335243,-538471109.535359,1568734742.094181
204189.554095,-81679.737347,-583584091.414259,1552218296.519833
207132.052514,-80937.661036,-628208109.693492,1534401518.978550
210057.750916,-80154.562236,-672305527.525350,1515298718.099311
212965.461584,-79330.931945,-715839115.667533,1494925302.743289
215854.010850,-78467.295883,-758772085.196834,1473297770.851108
218722.240128,-77564.214109,-801068119.963609,1450433697.274456
221569.006941,-76622.280601,-842691408.753637,1426351720.596278
224393.185935,-75642.122814,-883606677.123740,1401071528.945107
227193.669888,-74624.401196,-923779218.877357,1374613844.810443
229969.370694,-73569.808678,-963174927.146119,1347000408.867477
232719.220349,-72479.070132,-1001760325.043454,1318253962.820832
235442.171907,-71352.941800,-1039502595.856228,1288398231.278419
238137.200434,-70192.210686,-1076369612.740579,1257457902.667907
240803.303933,-68997.693923,-1112329967.888211,1225458609.209720
243439.504260,-67770.238111,-1147353001.129729,1192426905.961853
246044.848015,-66510.718624,-1181408827.941875,1158390248.953223
248618.407417,-65220.038883,-1214468366.825980,1123376972.423595
251159.281158,-63899.129614,-1246503366.025417,1087416265.189485
253666.595228,-62548.948063,-1277486429.550408,1050538146.156736
256139.503729,-61170.477195,-1307391042.479213,1012773439.001724
258577.189652,-59764.724863,-1336191595.505411,974153746.044386
260978.865639,-58332.722953,-1363863408.701816,934711421.337420
263343.774714,-56875.526500,-1390382754.472397,894479542.997134
265671.190988,-55394.212789,-1415726879.664517,853491884.802510
267960.420338,-53889.880420,-1439874026.814771,811782887.090015
270210.801054,-52363.648367,-1462803454.502753,769387626.972696
272421.704462,-50816.655001,-1484495456.788147,726341787.912955
274592.535514,-49250.057103,-1504931381.707673,682681628.679243
276722.733343,-47665.028853,-1524093648.809595,638443951.717695
278811.771796,-46062.760802,-1541965765.704660,593666070.970438
280859.159930,-44444.458827,-1558532343.613613,548385779.172956
282864.442470,-42811.343073,-1573779111.892638,502641314.663519
284827.200246,-41164.646871,-1587692931.519373,456471327.738216
286747.050584,-39505.615656,-1600261807.523419,409914846.585634
288623.647672,-37835.505858,-1611474900.346572,363011242.835692
290456.682888,-36155.583793,-1621322536.119293,315800196.757521
292245.885089,-34467.124535,-1629796215.841280,268321662.141663
293991.020873,-32771.410788,-1636888623.455283,220615830.902180
295691.894799,-31069.731737,-1642593632.804657,172723097.434539
297348.349572,-29363.381908,-1646906313.466450,124684022.765394
298960.266195,-27653.660009,-1649822935.453159,76539298.530610
300527.564082,-25941.867771,-1651340972.777609,28329710.818034
302050.201136,-24229.308793,-1651459105.876717,-19903896.088305
303528.173788,-22517.287370,-1650177222.891262,-68120656.025801
304961.517003,-20807.107335,-1647496419.800071,-116279717.295779
306350.304246,-19100.070894,-1643418999.408371,-164340278.993992
307694.647416,-17397.477462,-1637948469.191398,-212261627.292138
308994.696739,-15700.622505,-1631089537.995654,-260003171.633446
310250.640624,-14010.796384,-1622848111.601555,-307524480.805404
311462.705490,-12329.283208,-1613231287.152530,-354785318.852807
312631.155551,-10657.359686,-1602247346.456981,-401745680.794389
313756.292564,-8996.293995,-1589905748.170834,-448365828.106466
314838.455545,-7347.344651,-1576217118.869737,-494606323.937223
315878.020453,-5711.759395,-1561193243.021334,-540428068.015503
316875.399829,-4090.774082,-1544847051.869319,-585792331.218268
317831.042413,-2485.611594,-1527192611.242357,-630660789.761223
318745.432717,-897.480756,-1508245108.302229,-674995558.977502
319619.090572,672.424727,-1488020837.246904,-718759226.649764
320452.570636,2222.927321,-1466537183.985526,-761914885.861546
321246.461876,3752.866693,-1443812609.803575,-804426167.334311
322001.387012,5261.100730,-1419866634.037735,-846257271.217228
322718.001937,6746.506529,-1394719815.781244,-887372998.297435
323396.995101,8207.981381,-1368393734.641672,-927738780.599285
324039.086866,9644.443717,-1340910970.574305,-967320711.341880
324645.028838,11054.834050,-1312295082.815391,-1006085574.225098
325215.603164,12438.115878,-1282570587.940630,-1044000872.015221
325751.621804,13793.276578,-1251762937.075336,-1081034854.402322
326253.925783,15119.328262,-1219898492.283673,-1117156545.102553
326723.384406,16415.308621,-1187004502.165320,-1152335768.179655
327160.894459,17680.281731,-1153109076.688791,-1186543173.561119
327567.379383,18913.338841,-1118241161.291447,-1219750261.725642
327943.788421,20113.599128,-1082430510.276996,-1251929407.539787
328291.095755,21280.210428,-1045707659.541913,-1283053883.223008
328610.299608,22412.349936,-1008103898.662863,-1313097880.421544
328902.421340,23509.224878,-969651242.377698,-1342036531.373010
329168.504515,24570.073149,-930382401.493053,-1369845929.144870
329409.613962,25594.163931,-890330753.251963,-1396503146.931387
329626.834806,26580.798269,-849530311.195171,-1421986256.394986
329821.271496,27529.309620,-808015694.550058,-1446274345.039391
329994.046816,28439.064378,-765822097.181241,-1469347532.603273
330146.300875,29309.462353,-722985256.136946,-1491186986.464518
330279.190100,30139.937232,-679541419.825278,-1511774936.046604
330393.886202,30929.956999,-635527315.854405,-1531094686.219917
330491.575146,31679.024331,-590980118.570553,-1549130629.692157
330573.456106,32386.676947,-545937416.327480,-1565868258.383282
330640.740410,33052.487945,-500437178.520855,-1581294173.781719
330694.650487,33676.066090,-454517722.420617,-1595396096.279770
330736.418797,34257.056075,-408217679.834048,-1608162873.487364
330767.286770,34795.138755,-361575963.631856,-1619584487.524427
330788.503729,35290.031338,-314631734.169119,-1629652061.293290
330801.325821,35741.487555,-267424365.632448,-1638357863.733568
330807.014939,36149.297787,-219993412.344202,-1645695314.063014
330806.837646,36513.289172,-172378575.054047,-1651658985.008792
330802.064103,36833.325669,-124619667.247576,-1656244605.034570
330793.966995,37109.308097,-76756581.501138,-1659449059.569696
330783.820457,37341.174142,-28829255.911413,-1661270391.247592
330772.899011,37528.898331,19122359.372318,-1661707799.161282
330762.476497,37672.491979,67058335.485866,-1660761637.144759
330753.825021,37772.003099,114938798.031070,-1658433411.089590
330748.213895,37827.516291,162723960.073831,-1654725775.306898
330746.908597,37839.152591,210374154.933733,-1649642527.945473
330751.169730,37807.069301,257849868.740310,-1643188605.477425
330762.251989,37731.459782,305111772.731601,-1635370076.263392
330781.403146,37612.553222,352120755.271258,-1626194133.209875
330809.863030,37450.614376,398837953.560967,-1615669085.531851
330848.862534,37245.943277,445224785.025590,-1603804349.634341
330899.622619,36998.874918,491242978.348915,-1590610439.127108
330963.353337,36709.778915,536854604.138494,-1576098953.987185
331041.252868,36379.059132,582022105.198585,-1560282568.884389
331134.506564,36007.153288,626708326.390719,-1543175020.685464
331244.286011,35594.532537,670876544.062000,-1524791095.152921
331371.748105,35141.701022,714490495.021716,-1505146612.855098
331518.034145,34649.195406,757514405.047428,-1484258414.304373
331684.268932,34117.584376,799913016.902198,-1462144344.340867
331871.559902,33547.468128,841651617.845179,-1438823235.779363
332080.996254,32939.477827,882696066.618317,-1414314892.337532
332313.648113,32294.275041,923012819.892477,-1388640070.863911
332570.565704,31612.551162,962568958.156862,-1361820462.884405
332852.778542,30895.026796,1001332211.036144,-1333878675.486383
333161.294642,30142.451140,1039270982.020334,-1304838211.559739
333497.099753,29355.601337,1076354372.592967,-1274723449.414521
333861.156606,28535.281807,1112552205.743801,-1243559621.794972
334254.404183,27682.323566,1147835048.852816,-1211372794.310027
334677.757009,26797.583523,1182174235.932925,-1178189843.300460
335132.104461,25881.943758,1215541889.219409,-1144038433.163028
335618.310104,24936.310790,1247910940.094728,-1108946993.152042
336137.211042,23961.614820,1279255149.337982,-1072944693.678880
336689.617294,22958.808963,1309549126.688924,-1036061422.129961
337276.311195,21928.868464,1338768349.717042,-998327758.223720
337898.046812,20872.789903,1366889181.986880,-959774948.927084
338555.549391,19791.590379,1393888890.511352,-920434882.951850
339249.514821,18686.306685,1419745662.485423,-880340064.851313
339980.609123,17557.994475,1444438621.293135,-839523588.737301
340749.467966,16407.727409,1467947841.781519,-798019111.637676
341556.696200,15236.596295,1490254364.795500,-755860826.514109
342402.867415,14045.708219,1511340210.968460,-713083434.959784
343288.523530,12836.185662,1531188393.763604,-669722119.596432
344214.174396,11609.165608,1549782931.761821,-625812516.189845
345180.297432,10365.798647,1567108860.192142,-581390685.502785
346187.337277,9107.248070,1583152241.701389,-536493084.903930
347235.705475,7834.688946,1597900176.359975,-491156539.751228
348325.780178,6549.307208,1611340810.901231,-445418214.567764
349457.905876,5252.298721,1623463347.191963,-399315584.027983
350632.393154,3944.868350,1634258049.932278,-352886403.771853
351849.518464,2628.229017,1643716253.583005,-306168681.064301
353109.523939,1303.600762,1651830368.519310,-259200645.317044
354412.617211,-27.790209,1658593886.409332,-212020718.489679
355758.971270,-1364.712473,1664001384.816893,-164667485.386771
357148.724344,-2705.930343,1668048531.027532,-117179663.867437
358581.979795,-4050.204828,1670732085.097271,-69596074.983840
360058.806051,-5396.294590,1672049902.123701,-21955613.064850
361579.236559,-6742.956903,1672000933.739109,25702784.238924
363143.269758,-8088.948614,1670585228.825504,73340165.932619
364750.869086,-9433.027102,1667803933.451531,120917597.660992
366401.963004,-10773.951243,1663659290.031386,168396191.682593
368096.445048,-12110.482365,1658154635.705975,215737136.818084
369834.173905,-13441.385205,1651294399.946692,262901728.356488
371614.973516,-14765.428870,1643084101.382310,309851397.903084
373438.633199,-16081.387786,1633530343.849660,356547743.152514
375304.907804,-17388.042651,1622640811.668900,402952557.570550
377213.517885,-18684.181379,1610424264.144375,449027859.967784
379164.149901,-19968.600046,1596890529.292269,494735923.948341
381156.456440,-21240.103823,1582050496.796438,540039307.216496
383190.056470,-22497.507914,1565916110.194092,584900880.723871
385264.535613,-23739.638477,1548500358.293232,629283857.639655
387379.446440,-24965.333550,1529817265.824057,673151822.126068
389534.308798,-26173.443956,1509881883.326853,716468757.901043
391728.610153,-27362.834217,1488710276.279245,759199076.569881
393961.805963,-28532.383444,1466319513.466056,801307645.707371
396233.320074,-29680.986229,1442727654.595402,842759816.671674
398542.545136,-30807.553522,1417953737.165114,883521452.131024
400888.843050,-31911.013499,1392017762.583985,923558953.284120
403271.545429,-32990.312424,1364940681.552861,962839286.754862
405689.954093,-34044.415489,1336744378.711063,1001330011.141948
408143.341578,-35072.307653,1307451656.554159,1038999303.203654
410630.951676,-36072.994463,1277086218.629651,1075815983.658041
413151.999991,-37045.502864,1245672652.017690,1111749542.578675
415705.674521,-37988.881991,1213236409.104506,1146770164.365901
418291.136261,-38902.203950,1179803788.656836,1180848752.273645
420907.519833,-39784.564588,1145401916.206206,1213956952.471688
423553.934128,-40635.084236,1110058723.752550,1246067177.623366
426229.462978,-41452.908448,1073802928.797241,1277152629.958674
428933.165844,-42237.208713,1036664012.716237,1307187323.822796
431664.078531,-42987.183156,998672198.484625,1336146107.680207
434421.213913,-43702.057220,959858427.764515,1364004685.554552
437203.562688,-44381.084325,920254337.368785,1390739637.884683
440010.094147,-45023.546512,879892235.113818,1416328441.777386
442839.756963,-45628.755064,838805075.074976,1440749490.637518
445691.480001,-46196.051110,797026432.259128,1463982113.156480
448564.173141,-46724.806205,754590476.709153,1486006591.640189
451456.728124,-47214.422887,711531947.055912,1506804179.657974
454368.019412,-47664.335218,667886123.533750,1526357118.994064
457296.905068,-48074.009293,623688800.476167,1544648655.883669
460242.227645,-48442.943732,578976258.308839,1561663056.515920
463202.815097,-48770.670151,533785235.057718,1577385621.786288
466177.481705,-49056.753598,488152897.390498,1591802701.281429
469165.029012,-49300.792974,442116811.210261,1604901706.479760
472164.246777,-49502.421422,395714911.820652,1616671123.151434
475173.913938,-49661.306697,348985473.682467,1627100522.941784
478192.799590,-49777.151502,301967079.782071,1636180574.122684
481219.663975,-49849.693806,254698590.632589,1643903051.496713
484253.259481,-49878.707120,207219112.929348,1650260845.439434
487292.331652,-49864.000767,159567967.881590,1655247970.065543
490335.620209,-49805.420101,111784659.243004,1658859570.505143
493381.860078,-49702.846716,63908841.064189,1661091929.276855
496429.782425,-49556.198613,15980285.190688,1661942471.745046
499478.115705,-49365.430349,-31961151.469186,1661409770.648956
502525.586709,-49130.533144,-79875559.881959,1659493549.692104
505570.921621,-48851.534968,-127723012.006696,1656194686.180975
508612.847082,-48528.500595,-175463594.066864,1651515212.702584
511650.091251,-48161.531626,-223057439.949858,1645458317.831254
514681.384877,-47750.766475,-270464764.707088,1638028345.855619
517705.462372,-47296.380338,-317645898.126974,1629230795.517628
520721.062878,-46798.585119,-364561318.352569,1619072317.756168
523726.931344,-46257.629324,-411171685.514978,1607560712.448713
526721.819597,-45673.797934,-457437875.353168,1594704924.145367
